fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality_score
9.81,0.655,0.03,0.07,0.0467,22.3,18.8,0.99477,3.24,0.84,14.1,red,9.0
9.17,0.549,0.12,1.94,0.06,18.3,24.2,0.99888,3.46,0.28,11.8,red,7.5
8.75,0.37,0.05,3.84,0.1176,3.8,57.6,0.99691,3.53,0.57,12.6,white,8.5
8.37,0.451,0.04,0.18,0.0864,13.2,60.1,0.99967,3.32,0.61,11.2,red,9.0
10.4,0.64,0.27,1.33,0.1354,1.9,46.9,0.99936,3.2,0.71,14.1,white,8.5
6.9,0.644,0.4,0.99,0.0127,25.8,53.9,0.99667,3.49,0.65,12.7,red,8.6
11.23,0.65,0.45,6.12,0.1,19.3,66.9,0.99459,3.49,0.57,9.0,red,8.3
6.11,0.399,0.18,0.51,0.1261,23.7,49.9,0.9997,3.12,0.56,11.5,white,8.9
9.63,0.363,0.22,0.96,0.0918,29.5,85.2,0.99605,3.29,0.42,13.8,red,9.0
5.91,0.565,0.34,5.72,0.0229,12.2,23.3,0.99724,3.42,0.49,13.2,red,9.0
7.76,0.669,0.25,1.0,0.0377,8.1,73.6,0.99476,3.43,0.8,14.3,red,8.0
8.46,0.531,0.42,1.89,0.1297,14.8,25.0,0.99628,3.27,0.48,9.9,red,8.8
7.47,0.797,0.35,0.08,0.062,29.2,25.9,0.99903,3.17,0.52,14.8,red,8.6
7.99,0.536,0.2,10.48,0.0504,0.5,70.5,0.99777,3.55,0.41,10.3,red,6.2
5.94,0.53,0.08,4.36,0.0711,16.1,66.9,0.9955,3.32,0.73,8.7,white,9.0
6.62,0.651,0.55,2.52,0.0751,24.4,14.6,0.99324,3.28,0.82,11.6,red,8.9
9.15,0.749,0.14,0.16,0.1428,19.1,44.9,0.99838,3.22,0.86,9.1,red,8.6
8.35,0.287,0.34,0.19,0.005,27.2,26.9,0.99617,3.28,0.59,12.8,red,9.0
7.13,0.329,0.09,1.97,0.1141,0.2,74.4,0.99735,3.07,0.65,14.3,red,9.0
10.55,0.474,0.27,0.84,0.1557,27.3,44.0,0.99673,3.46,0.66,14.4,red,9.0
6.23,1.099,0.29,2.44,0.1314,9.3,25.2,0.99615,3.27,0.59,12.3,red,8.3
7.69,0.483,0.3,2.28,0.1962,6.1,59.1,0.99824,2.99,0.72,11.9,red,8.5
7.44,0.508,0.84,4.56,0.0655,12.5,65.6,0.99526,3.16,0.85,14.9,red,9.0
9.35,0.641,0.15,0.83,0.1289,7.1,40.1,0.9973,3.45,0.83,12.2,red,9.0
8.38,0.706,0.43,2.16,0.083,14.2,68.0,0.99783,3.29,0.63,14.4,red,9.0
8.12,0.561,0.37,3.76,0.0626,0.1,97.9,0.9997,3.19,0.57,14.4,red,9.0
5.16,0.74,0.14,1.69,0.0173,14.6,21.9,0.9971,3.33,0.46,10.3,red,8.8
9.77,0.315,0.42,4.44,0.0652,9.9,86.2,0.99462,3.27,0.36,8.5,red,8.2
7.93,0.392,0.24,0.35,0.1371,36.8,93.6,0.99835,3.33,0.75,11.3,red,8.6
8.5,0.739,0.44,3.31,0.0064,17.7,61.3,0.99522,3.36,0.66,14.0,white,7.4
7.03,0.532,0.64,7.16,0.1856,18.3,36.2,0.99566,3.19,0.66,13.8,white,9.0
6.76,0.303,0.3,1.01,0.1063,13.5,4.8,0.996,3.22,1.08,12.3,red,9.0
10.85,0.292,0.22,1.14,0.035,29.0,47.9,0.99663,3.2,0.93,9.4,red,8.0
5.29,0.384,0.47,0.22,0.0977,21.0,33.3,0.99959,3.2,0.67,9.1,red,8.4
6.51,0.53,0.54,2.56,0.1193,31.8,0.7,0.9983,3.22,0.7,14.6,white,9.0
10.82,0.614,0.1,2.01,0.064,27.0,24.9,0.9948,3.27,0.47,11.1,red,8.8
9.39,0.471,0.18,0.1,0.0577,11.9,45.2,1.00003,3.22,0.77,12.6,red,9.0
7.75,0.599,0.4,3.49,0.1798,23.6,55.4,0.99912,3.33,0.7,14.3,red,8.8
10.42,0.451,0.24,4.42,0.071,24.4,12.8,0.99783,3.26,0.51,14.1,white,9.0
9.06,0.75,0.09,5.94,0.0802,25.8,31.8,0.99237,3.2,0.7,12.1,red,8.8
8.7,0.989,0.37,1.97,0.1492,20.1,38.1,0.99531,3.02,0.84,11.6,white,8.0
8.68,0.459,0.4,1.51,0.0836,1.8,16.3,0.99702,3.17,1.01,13.2,red,8.4
9.09,0.616,0.21,5.22,0.1229,15.6,32.1,1.00031,3.26,0.4,10.7,red,8.6
9.16,0.602,0.28,1.27,0.0648,17.1,20.8,0.99965,3.45,0.47,12.5,red,9.0
12.03,0.555,0.16,2.66,0.0542,16.6,35.9,0.99507,3.3,0.64,8.6,red,7.7
7.97,0.648,0.06,2.39,0.1049,27.9,58.8,0.99364,3.08,0.7,13.8,red,9.0
8.02,0.616,0.18,1.16,0.0409,9.1,31.9,0.99664,3.32,0.95,14.9,red,9.0
6.2,0.445,0.28,0.23,0.1061,17.3,49.9,0.99728,3.24,0.87,14.6,red,9.0
8.21,0.767,0.01,0.05,0.0439,15.2,36.8,0.99452,3.4,0.31,10.7,red,7.7
11.47,0.566,0.19,1.4,0.1057,23.1,18.4,0.99526,3.09,0.59,11.9,white,9.0
9.97,0.461,0.29,1.64,0.145,34.9,49.2,1.00123,3.49,0.4,9.9,white,8.3
7.38,0.97,0.5,4.32,0.0067,22.4,20.7,0.99625,3.38,0.44,10.4,red,6.8
8.35,0.509,0.21,1.34,0.0677,21.7,2.9,0.9964,3.28,0.76,11.4,red,8.0
6.1,0.576,0.03,0.83,0.0051,5.2,68.8,1.00265,3.08,0.68,13.3,red,9.0
6.65,0.562,0.23,1.55,0.0732,0.3,55.4,0.99632,3.09,0.94,8.5,white,8.4
8.55,0.507,0.16,0.68,0.1028,18.6,26.4,0.99498,3.41,0.42,11.0,white,8.2
7.46,0.611,0.37,0.24,0.071,13.9,41.4,0.99558,3.43,0.66,12.0,red,8.5
6.52,0.378,0.21,0.3,0.0136,20.7,51.8,0.99758,3.47,0.57,9.8,red,9.0
9.13,0.637,0.25,0.96,0.1292,9.5,9.4,0.99605,3.56,0.93,8.9,red,7.5
8.16,0.213,0.97,0.03,0.0184,30.6,9.0,0.99674,3.42,0.51,11.9,red,9.0
5.64,0.296,0.3,0.62,0.1263,3.3,10.5,0.99691,3.37,0.7,12.5,red,9.0
4.77,0.859,0.29,3.87,0.0519,13.8,62.9,1.0033,3.67,0.42,12.6,red,8.0
7.33,0.304,0.02,0.67,0.0461,11.8,98.0,0.99843,3.23,0.91,10.7,red,9.0
5.6,0.177,0.01,0.29,0.0875,27.4,66.0,0.9951,3.29,0.97,9.9,red,7.7
5.12,0.308,0.25,7.44,0.1371,13.5,50.4,0.99665,3.08,0.54,9.8,red,8.5
10.22,0.843,0.33,2.44,0.1789,9.8,12.7,0.99861,3.4,0.52,8.7,white,7.6
8.13,0.207,0.4,0.15,0.0677,16.7,70.9,0.99917,3.28,0.7,9.6,red,7.0
7.85,0.358,0.32,0.16,0.0258,7.6,34.6,0.99379,3.22,0.52,13.7,red,9.0
7.98,0.268,0.04,2.37,0.1033,15.7,13.2,0.99417,3.22,0.85,8.4,red,8.9
6.37,0.481,0.21,1.94,0.0241,14.5,70.3,0.99794,3.19,0.74,8.7,white,7.5
9.0,0.452,0.25,0.18,0.122,46.2,90.3,0.99572,3.28,0.88,9.2,red,8.2
8.08,0.443,0.17,0.64,0.1078,11.0,70.8,0.99544,3.09,0.48,11.1,red,8.4
7.01,0.864,0.03,6.61,0.1507,15.0,124.8,0.99737,3.11,0.43,10.6,red,8.8
7.27,0.314,0.43,2.12,0.1365,18.2,21.5,0.99858,3.14,0.72,9.6,white,8.9
6.21,0.512,0.03,1.45,0.0936,18.8,31.1,0.99652,3.22,0.95,9.1,red,8.0
7.61,0.591,0.39,0.72,0.0885,26.9,17.5,0.99311,3.24,0.5,14.5,white,9.0
7.89,0.354,0.0,0.36,0.0453,36.1,17.3,0.99594,3.0,0.74,14.3,red,9.0
7.57,0.618,0.3,1.29,0.0444,7.5,92.5,0.99468,3.23,0.55,13.4,red,9.0
8.39,0.458,0.45,6.39,0.0851,20.5,10.0,0.99812,3.18,0.84,10.0,red,9.0
8.17,0.597,0.21,0.12,0.0364,14.2,28.5,1.0011,3.43,0.51,10.5,red,8.8
8.69,0.511,0.59,11.77,0.0744,19.4,88.0,0.99758,3.18,0.71,12.7,red,6.7
9.9,0.161,0.63,0.58,0.0649,27.6,59.2,0.99788,3.46,0.85,10.3,red,9.0
9.31,0.765,0.32,1.31,0.1149,33.0,13.1,0.99863,3.57,0.43,11.8,white,8.6
9.92,0.903,0.37,0.12,0.0859,25.1,43.8,0.9997,3.49,0.76,12.6,white,9.0
6.86,0.498,0.47,2.2,0.1338,19.2,9.4,0.99584,3.16,0.6,11.8,red,7.3
7.44,0.368,0.37,1.65,0.0728,26.7,39.9,0.99689,3.39,0.8,11.1,red,8.6
9.41,0.801,0.35,2.75,0.032,7.1,49.0,0.9989,3.17,0.72,10.7,white,8.4
9.44,0.87,0.17,1.96,0.1128,8.3,51.1,0.99512,3.19,0.59,13.5,red,8.0
7.15,0.5,0.05,1.27,0.0812,17.7,108.3,0.99398,3.2,0.64,13.2,red,9.0
9.34,0.491,0.01,3.35,0.0743,28.1,71.0,0.99607,3.33,0.35,12.9,red,9.0
6.7,0.516,0.72,0.06,0.0672,12.8,8.0,0.99951,3.18,0.81,10.8,red,8.4
9.12,0.229,0.33,1.95,0.0865,13.9,50.1,0.99728,3.32,0.98,13.4,red,9.0
8.26,0.478,0.22,0.3,0.0743,4.9,44.3,0.99607,3.5,0.57,14.6,red,9.0
5.95,0.839,0.51,1.43,0.1113,41.0,107.9,0.99903,3.14,0.65,12.9,red,9.0
7.56,0.5,0.13,3.92,0.1218,13.5,32.0,0.99811,3.07,0.93,11.1,red,8.3
12.01,0.343,0.38,0.38,0.0696,12.9,50.8,0.99545,3.21,0.35,13.6,red,9.0
8.64,0.619,0.28,6.86,0.181,17.7,55.3,0.99662,3.52,0.75,12.4,red,9.0
12.21,0.41,0.36,5.48,0.0602,20.9,11.3,0.99495,3.41,0.94,14.1,red,9.0
5.85,0.518,0.21,1.34,0.0878,13.5,3.7,0.99729,3.18,0.55,13.0,red,9.0
9.58,0.302,0.09,0.01,0.0108,6.3,39.1,0.99827,3.15,0.57,13.4,red,9.0
3.99,0.343,0.11,3.9,0.0821,25.3,68.4,0.99208,3.36,0.89,12.7,white,9.0
8.3,0.663,0.12,5.32,0.0774,24.1,3.3,0.99496,3.32,0.47,9.0,red,5.9
9.37,0.551,0.27,0.48,0.0847,21.4,43.2,1.00036,3.4,0.81,11.6,red,8.6
9.72,0.39,0.03,6.2,0.1329,7.9,24.5,0.99633,3.14,0.72,8.8,red,6.9
6.94,0.552,0.03,6.14,0.1659,9.5,17.2,1.00032,3.3,0.85,11.3,red,7.5
10.07,0.421,0.3,1.59,0.1391,12.2,54.2,0.99445,3.44,0.64,13.1,red,9.0
7.39,0.389,0.25,4.0,0.0822,11.5,60.0,0.99594,3.48,0.92,11.1,white,8.8
8.02,0.74,0.31,1.47,0.0962,22.5,68.6,0.99744,3.12,0.59,8.4,red,8.7
7.56,0.671,0.26,2.08,0.1586,11.8,72.3,0.99636,3.3,0.41,10.8,red,7.3
6.37,0.526,0.75,0.96,0.0399,5.9,43.2,0.99953,3.27,0.4,8.8,red,8.0
10.97,0.556,0.29,0.43,0.1239,20.3,59.7,0.99676,3.18,0.47,13.5,red,9.0
8.38,0.528,0.2,3.43,0.0453,40.9,52.7,0.99842,3.2,0.77,13.5,red,9.0
10.15,0.618,0.29,0.0,0.1407,7.6,38.2,0.99482,3.4,0.53,13.6,white,9.0
10.08,0.386,0.46,2.17,0.0807,8.4,2.8,0.99753,3.2,0.66,8.6,red,6.6
6.65,0.685,0.26,5.0,0.0457,14.6,22.1,0.99637,3.29,0.68,8.6,red,7.1
10.37,0.594,0.4,0.63,0.0561,23.8,48.2,0.995,3.38,0.53,14.3,red,9.0
9.16,0.483,0.35,1.01,0.0635,21.8,55.3,0.99793,3.57,0.69,9.2,red,7.7
6.53,0.442,0.21,2.21,0.1318,14.7,68.0,0.99972,3.35,0.82,12.8,white,9.0
9.06,0.681,0.29,0.71,0.15,11.3,68.7,0.99581,3.42,0.67,13.6,red,9.0
6.56,0.503,0.57,4.7,0.0681,37.9,52.6,0.99785,3.35,0.82,11.3,white,9.0
11.03,0.404,0.32,1.14,0.046,27.9,62.7,0.99657,3.28,0.6,12.0,red,7.8
9.68,0.461,0.08,2.18,0.1824,34.1,96.9,0.99721,3.28,0.71,9.9,red,9.0
8.18,0.668,0.21,0.64,0.1255,23.3,60.0,0.99868,3.29,0.68,14.4,white,9.0
10.45,0.24,0.13,0.11,0.0506,14.9,45.4,0.99988,2.99,0.84,10.4,red,8.6
5.61,0.466,0.3,0.48,0.1039,20.1,61.6,0.99948,3.26,0.73,9.8,red,8.4
7.03,0.723,0.52,0.12,0.0676,34.9,73.3,0.9955,3.38,0.55,11.8,white,8.1
7.87,0.5,0.02,1.58,0.0266,21.3,97.5,0.99431,3.2,0.74,9.6,red,8.8
12.1,0.579,0.3,2.21,0.0724,2.1,10.5,0.99298,3.53,0.5,12.9,red,8.4
6.48,0.726,0.46,0.11,0.0226,30.6,7.4,0.99827,3.33,0.73,11.7,white,9.0
5.4,0.691,0.48,0.24,0.0644,31.6,53.3,0.99595,3.29,0.65,9.4,red,8.6
5.84,0.451,0.51,1.66,0.0688,28.9,1.0,0.99912,3.44,0.69,8.8,red,8.1
9.84,0.507,0.08,4.01,0.0616,1.8,38.3,0.99493,3.39,0.65,9.3,red,8.3
7.29,0.693,0.37,2.47,0.1298,20.0,106.1,0.99789,3.48,0.56,9.3,white,8.0
8.03,0.699,0.02,0.28,0.106,26.7,46.6,0.99346,3.51,0.54,10.4,red,8.3
9.6,0.514,0.08,5.46,0.057,16.1,47.0,0.99801,3.53,0.84,13.8,red,9.0
8.03,0.52,0.43,6.24,0.1022,19.9,33.3,0.99778,3.38,0.98,8.8,white,8.2
8.65,0.578,0.3,0.98,0.1484,21.8,96.0,0.9948,3.15,0.71,9.2,white,8.0
9.21,0.776,0.41,2.39,0.048,7.2,60.4,0.99738,3.27,0.67,10.4,red,8.4
7.57,0.722,0.09,1.69,0.0252,20.8,31.1,1.00114,3.56,0.45,12.0,red,8.2
8.02,0.655,0.55,7.12,0.036,5.6,95.2,0.99838,3.35,0.36,13.4,red,8.9
8.71,0.336,0.4,1.78,0.1047,14.8,52.6,1.00291,3.24,0.39,14.4,red,9.0
9.78,0.481,0.44,8.05,0.157,9.8,32.8,0.99731,3.23,0.75,11.1,red,9.0
6.95,0.49,0.06,0.56,0.1268,25.1,22.2,0.99816,3.15,0.36,9.1,red,9.0
3.17,0.785,0.49,1.06,0.1474,22.9,51.0,0.99605,3.45,0.77,9.8,red,8.2
9.46,0.487,0.21,3.8,0.0164,21.9,31.6,0.99749,3.24,0.47,10.3,red,7.6
9.88,0.756,0.15,3.83,0.0478,18.9,36.1,0.99505,3.16,0.69,13.5,white,9.0
8.64,0.427,0.39,3.29,0.0345,20.5,34.3,0.99881,3.18,0.59,12.9,red,9.0
8.76,0.442,0.38,4.91,0.1133,37.0,13.7,0.99539,2.92,0.48,9.8,red,9.0
7.34,0.617,0.11,3.03,0.0776,29.8,130.8,1.00033,3.42,0.42,13.9,white,8.7
9.15,0.812,0.66,2.53,0.054,5.8,23.7,0.99431,3.27,0.37,14.0,red,8.9
9.75,0.492,0.61,1.54,0.1227,10.3,68.5,0.99639,3.13,0.48,14.1,red,8.7
8.4,0.069,0.38,1.57,0.1419,13.7,39.3,0.9965,3.52,1.04,10.2,white,9.0
12.54,0.248,0.35,1.3,0.1814,13.4,43.6,0.99476,3.32,0.88,9.3,red,9.0
5.64,0.584,0.33,2.42,0.0948,7.2,41.6,0.99747,2.97,0.69,9.1,red,7.8
8.58,0.265,0.02,1.3,0.1161,22.1,50.4,0.99593,3.42,0.6,11.0,red,9.0
6.3,0.374,0.29,0.4,0.0334,15.3,28.6,0.99981,3.16,0.56,11.2,red,7.8
9.8,0.532,0.29,0.28,0.0098,18.2,94.2,0.99538,3.4,0.68,14.0,red,9.0
5.61,0.089,0.16,6.46,0.1454,2.0,105.5,0.99784,3.39,0.56,10.1,red,9.0
6.03,0.462,0.21,0.06,0.1127,0.6,55.9,0.99683,3.33,0.56,12.5,white,7.7
7.22,0.32,0.18,0.28,0.1457,10.2,60.4,0.99657,3.12,0.74,13.5,red,9.0
8.75,0.26,0.06,1.47,0.075,22.3,8.6,0.99718,3.13,0.49,10.1,white,8.4
7.29,0.386,0.45,0.76,0.1984,20.9,8.5,0.99842,3.3,0.24,10.1,white,8.0
7.3,0.338,0.6,1.3,0.1017,26.5,25.0,0.99323,3.17,0.56,12.7,red,8.9
7.99,0.615,0.09,0.31,0.0516,8.5,112.3,0.9971,3.49,0.91,13.1,red,9.0
7.89,0.745,0.3,0.35,0.0721,23.1,28.5,0.99535,3.29,0.38,14.6,red,9.0
10.83,0.464,0.48,4.03,0.0116,32.0,89.8,0.9955,3.16,0.45,13.9,red,9.0
9.47,0.423,0.17,3.56,0.0427,25.6,22.7,0.99749,3.46,0.55,13.7,red,9.0
7.75,0.455,0.4,0.28,0.0688,2.3,14.8,0.9992,3.02,0.39,12.9,red,9.0
11.86,0.331,0.26,2.75,0.1598,27.5,30.0,1.0001,3.29,0.92,9.2,white,8.3
9.14,0.298,0.5,2.35,0.0839,19.3,29.2,0.99584,3.39,0.68,13.7,red,9.0
6.65,0.234,0.03,3.12,0.138,20.7,22.6,0.9913,3.16,0.36,14.5,red,9.0
8.74,0.291,0.06,1.61,0.0823,42.1,97.9,0.99714,3.25,0.64,10.9,red,9.0
9.21,0.824,0.32,0.79,0.0388,18.5,44.7,0.99336,3.21,0.65,10.4,red,9.0
7.13,0.406,0.29,2.72,0.1126,22.5,40.0,0.99788,3.14,0.62,11.8,red,9.0
6.51,0.001,0.26,1.16,0.0473,16.9,47.3,0.9952,3.32,0.63,14.6,red,9.0
8.45,0.424,0.38,0.62,0.0683,13.3,76.6,0.99768,3.44,0.64,8.7,white,8.0
7.69,0.244,0.09,1.31,0.1825,19.7,47.3,0.99529,3.61,0.71,13.0,white,8.5
10.81,0.541,0.01,3.6,0.1154,11.3,56.6,0.99467,3.42,0.72,13.7,red,9.0
9.56,0.521,0.17,1.61,0.0484,17.4,80.0,0.99472,3.27,0.41,13.5,white,8.3
7.21,0.54,0.2,0.89,0.1214,12.7,11.3,0.99779,3.48,0.67,12.1,red,8.9
9.02,0.523,0.22,4.46,0.0429,5.9,18.9,0.99436,3.14,0.69,14.4,red,9.0
10.45,0.463,0.51,5.34,0.0046,10.7,50.1,0.99809,3.23,0.56,9.3,red,8.1
5.93,0.268,0.42,1.42,0.1383,25.9,23.2,1.00055,3.45,0.95,10.0,white,8.7
6.56,0.517,0.37,1.17,0.1009,21.4,38.9,1.00034,3.21,0.65,10.4,red,8.2
8.28,0.713,0.31,2.37,0.0777,13.4,10.2,0.99381,3.32,0.75,8.5,red,8.7
8.36,0.856,0.19,0.15,0.0087,16.9,18.1,0.99431,3.2,0.58,10.8,red,8.4
8.21,0.487,0.11,2.94,0.0722,7.4,83.0,0.99796,3.28,0.61,9.4,white,7.0
7.77,0.507,0.04,3.81,0.096,8.6,34.4,0.99486,3.3,0.72,13.1,white,9.0
7.75,0.62,0.14,1.27,0.0322,16.0,31.4,0.99824,3.38,0.42,11.1,red,9.0
8.95,0.799,0.26,0.48,0.089,13.6,19.3,0.99358,3.33,0.79,13.0,white,8.7
10.23,0.442,0.05,0.07,0.1599,8.0,17.4,0.99686,3.42,0.45,10.3,red,8.1
7.48,0.655,0.3,2.54,0.0977,15.2,12.4,0.99889,3.37,0.81,9.3,red,8.7
12.45,0.382,0.23,0.78,0.1145,4.2,4.0,0.9939,3.28,0.61,9.3,red,7.6
11.63,0.589,0.19,1.56,0.0663,32.4,23.3,0.99677,3.22,1.01,9.7,red,7.6
10.56,0.705,0.49,1.22,0.0376,25.3,42.7,0.99674,3.17,0.83,9.1,red,6.8
9.36,0.298,0.2,0.48,0.0606,6.9,67.6,0.99821,2.9,0.83,9.8,red,9.0
11.71,0.435,0.2,1.78,0.1366,24.7,43.7,0.99566,3.29,0.68,12.2,white,9.0
7.81,0.702,0.18,1.54,0.0824,12.0,13.4,0.99414,3.14,0.83,10.1,red,7.9
6.88,0.641,0.32,2.45,0.0775,10.2,28.7,0.99195,3.18,0.79,10.6,red,7.6
7.41,0.716,0.41,0.73,0.0632,23.8,26.7,0.99965,3.26,0.33,8.7,red,8.2
6.59,0.683,0.01,0.6,0.0272,14.4,24.7,0.99867,3.23,0.51,14.2,red,9.0
8.51,0.469,0.04,4.21,0.1513,11.8,34.0,0.99695,3.39,0.5,9.3,white,6.5
8.81,0.926,0.05,3.03,0.0772,1.9,75.8,0.9969,3.29,0.53,10.7,red,8.3
8.64,0.555,0.28,3.7,0.062,25.5,68.7,0.99785,3.55,0.62,10.9,white,8.8
8.28,0.02,0.21,0.33,0.0907,26.8,99.0,0.99893,3.64,0.75,13.4,red,9.0
8.53,0.479,0.22,0.63,0.0621,17.6,17.1,0.99297,3.26,0.86,11.5,red,9.0
11.25,0.446,0.2,2.14,0.1017,3.7,9.8,0.99344,3.18,0.76,10.9,red,9.0
9.35,0.673,0.09,4.87,0.0548,19.1,34.4,0.99315,3.05,0.87,12.9,red,8.6
9.87,0.449,0.49,5.57,0.0928,22.6,84.9,0.99631,3.58,0.48,12.3,red,8.0
8.62,0.728,0.32,4.46,0.0845,15.6,22.7,0.99736,3.2,0.57,8.9,red,8.2
5.55,0.63,0.04,0.11,0.1742,25.2,50.2,0.99903,3.23,0.62,10.4,red,8.4
5.22,0.35,0.14,4.3,0.1768,17.7,35.4,0.99118,3.21,0.55,14.8,white,9.0
11.84,0.505,0.1,5.73,0.124,19.1,67.0,0.99432,3.26,0.47,11.5,white,8.8
7.4,0.39,0.54,0.15,0.0829,31.4,60.3,0.99726,3.24,0.73,11.2,red,9.0
7.25,0.563,0.41,1.35,0.1247,10.7,66.9,0.99751,3.43,0.54,9.4,red,7.7
8.72,0.389,0.25,1.92,0.1232,0.6,62.6,0.9966,2.9,0.8,13.9,red,9.0
9.24,0.543,0.59,0.66,0.0649,14.1,138.7,0.99475,3.28,0.45,9.3,red,7.5
9.45,0.481,0.55,1.82,0.0095,10.0,105.2,0.9956,3.42,0.81,9.1,white,7.6
11.32,0.503,0.23,5.43,0.0024,1.0,73.7,0.99673,3.21,0.7,11.3,red,9.0
10.85,0.899,0.19,5.04,0.0814,22.4,30.5,0.99357,3.4,0.7,11.2,red,8.3
6.92,0.465,0.2,7.03,0.0633,15.9,34.1,0.99529,3.32,0.7,14.8,red,9.0
9.95,0.182,0.09,1.65,0.0614,3.2,84.3,0.99424,3.2,0.65,9.2,red,7.5
7.65,0.713,0.6,1.32,0.0492,32.1,85.6,0.998,3.04,0.65,11.5,red,8.7
8.07,0.711,0.08,2.74,0.0471,8.3,18.5,0.99517,3.37,0.61,9.7,white,8.2
6.44,0.174,0.43,1.35,0.1178,9.4,19.3,0.99439,3.36,0.71,13.0,red,9.0
5.42,0.404,0.4,0.11,0.0554,25.8,13.8,0.99597,3.2,0.75,10.9,white,8.2
8.25,0.608,0.21,3.18,0.1146,20.4,85.1,0.99851,3.42,0.58,12.6,white,8.5
6.67,0.624,0.61,0.82,0.074,27.4,91.3,0.99695,3.24,0.9,10.6,white,7.5
9.88,0.529,0.03,0.13,0.1547,7.0,47.1,0.9992,3.47,0.6,12.1,red,9.0
7.82,0.533,0.25,0.05,0.0995,12.9,57.2,0.9989,3.36,0.54,11.4,red,7.3
8.82,0.361,0.18,6.7,0.0055,17.3,105.1,0.9955,3.53,0.63,10.8,white,8.9
10.62,0.098,0.45,0.73,0.001,29.6,112.8,0.99727,3.36,0.53,11.9,white,9.0
5.77,0.899,0.34,1.49,0.0333,7.0,68.9,0.9992,3.31,0.74,10.9,red,9.0
7.07,0.356,0.06,7.52,0.0994,12.3,45.8,0.99603,3.03,0.64,13.6,red,9.0
8.61,0.562,0.51,1.58,0.0065,17.4,32.3,0.99748,3.32,0.78,11.6,red,9.0
8.83,0.501,0.36,0.2,0.0922,23.9,37.2,0.9952,3.27,0.65,14.3,red,9.0
10.18,0.691,0.07,2.01,0.12,4.3,21.0,0.99655,3.55,0.64,9.8,red,8.3
9.77,0.551,0.2,0.23,0.0622,24.4,67.9,0.99648,3.34,0.59,9.1,red,8.0
8.46,0.558,0.02,0.25,0.0453,9.7,42.2,0.99825,3.43,0.8,10.9,red,8.7
8.82,0.056,0.24,4.77,0.0141,19.8,19.5,0.99623,3.52,0.62,9.6,red,8.3
8.86,0.38,0.3,0.85,0.158,13.9,83.7,0.99743,3.51,0.7,11.0,white,9.0
5.8,0.664,0.21,2.84,0.1729,18.8,64.7,0.99776,3.3,0.84,9.7,white,7.9
8.03,0.648,0.18,1.78,0.1443,18.1,55.0,0.99542,3.63,0.65,14.0,red,9.0
8.72,0.359,0.04,0.63,0.074,29.3,41.2,0.9962,3.23,0.64,12.1,white,8.2
9.08,0.246,0.33,1.82,0.0845,13.4,61.5,0.99793,3.51,0.62,11.6,white,9.0
6.73,0.553,0.1,0.18,0.1192,12.7,35.0,1.00068,3.2,0.69,13.5,red,9.0
6.14,0.007,0.28,1.07,0.0939,27.1,137.6,0.99449,3.44,0.8,9.2,red,7.1
7.9,0.323,0.07,1.85,0.0594,30.6,121.6,0.99805,3.17,0.79,14.0,red,9.0
11.64,0.847,0.28,0.65,0.1302,11.7,19.6,0.99943,3.4,0.74,11.5,white,9.0
6.91,0.79,0.27,2.7,0.1443,23.2,38.0,0.99719,3.18,0.87,9.3,red,9.0
10.3,0.618,0.35,0.13,0.1374,6.9,16.9,0.99519,3.15,0.67,13.7,red,9.0
10.99,0.585,0.43,1.66,0.1083,23.2,15.2,0.9969,3.17,0.9,11.4,white,9.0
8.38,0.179,0.47,3.14,0.132,25.6,102.7,0.99507,3.38,0.84,12.3,red,9.0
7.14,0.397,0.04,1.41,0.0206,13.0,41.6,0.99599,3.38,0.55,14.2,red,8.9
9.17,0.477,0.26,5.19,0.0826,27.6,10.5,0.99777,3.38,0.79,14.2,white,9.0
8.63,0.401,0.65,2.5,0.0556,13.1,10.5,0.99688,3.34,0.34,14.2,red,9.0
6.84,0.467,0.29,7.95,0.1552,16.2,53.8,0.99739,3.24,0.86,11.1,red,9.0
7.18,0.764,0.11,0.84,0.0956,20.0,58.3,0.99466,3.2,0.65,13.3,white,8.9
9.07,0.432,0.25,6.98,0.0795,5.8,60.0,0.99578,3.15,0.53,9.9,red,8.8
9.89,0.469,0.2,2.33,0.0392,1.6,81.7,0.99823,3.15,0.36,13.8,red,8.5
7.75,0.663,0.05,3.42,0.0372,18.8,76.0,0.99365,3.49,0.64,10.6,red,9.0
8.18,0.274,0.44,5.81,0.034,8.1,4.1,0.99435,3.15,0.87,11.4,red,9.0
9.44,0.379,0.38,2.0,0.122,3.1,10.7,0.99639,3.17,0.7,14.2,red,8.8
8.01,0.397,0.02,4.95,0.1151,24.0,78.6,0.99597,3.16,0.59,13.6,red,9.0
7.79,0.54,0.25,1.95,0.0988,31.8,26.2,0.99854,3.11,0.63,14.6,red,9.0
7.02,0.468,0.16,2.29,0.1242,24.9,1.7,0.99221,3.36,0.89,10.8,white,9.0
6.99,0.474,0.03,1.47,0.0491,3.5,1.3,0.99684,3.23,0.78,9.4,red,9.0
12.84,0.41,0.0,0.39,0.0003,17.8,77.3,0.99974,3.29,0.65,14.3,red,9.0
