CO_sensor,NMHC,NOx,NO2,O3_sensor,temp_C,humidity,abs_humidity,CO_level
840.0,67.3,97.3,82.8,1264.8,23.4,49.7,1.588,6.424
1116.1,186.3,335.9,58.1,839.3,2.9,44.1,1.817,9.795
713.6,111.6,106.7,116.5,932.4,15.2,83.5,1.812,5.616
1376.1,,103.1,39.8,508.9,24.3,22.6,0.899,7.319
1025.5,257.2,186.9,213.7,371.1,3.3,32.3,1.951,5.394
257.3,27.3,137.3,102.4,1241.7,20.4,66.2,1.701,6.478
630.3,167.2,46.5,128.1,1197.2,12.5,62.3,0.859,4.1
895.8,284.4,200.5,94.3,1328.3,21.8,70.0,1.815,8.68
457.9,60.9,178.0,59.5,1655.1,24.3,23.2,0.787,9.19
1176.3,204.3,82.3,196.9,705.9,9.2,81.8,0.722,3.481
393.6,42.0,211.0,41.1,1016.1,31.4,85.2,1.82,10.64
874.8,,116.7,99.0,1293.3,2.2,74.7,1.887,4.844
837.6,109.5,303.4,87.2,1588.0,22.4,32.2,1.179,10.378
1358.4,211.4,96.1,78.6,1289.8,27.8,75.2,1.48,6.626
867.7,119.3,97.8,63.8,576.8,19.7,42.2,0.98,5.45
1294.8,368.3,198.5,81.5,1485.9,11.5,30.6,1.648,6.907
1120.1,38.6,128.7,124.7,1205.6,16.2,25.7,1.756,5.968
497.6,114.2,34.9,111.2,996.3,7.4,23.3,0.801,2.902
1839.8,415.8,471.6,118.1,728.2,12.0,79.0,1.54,12.986
1389.4,418.5,182.0,82.6,1445.5,16.4,79.0,1.83,7.024
574.2,230.7,5.0,141.5,1879.1,19.1,22.3,1.651,4.193
532.0,145.4,296.7,21.8,844.4,16.5,70.1,1.69,9.912
1442.8,430.6,123.6,91.3,961.7,21.2,37.8,0.845,6.945
1316.1,,339.6,86.3,1083.0,18.5,35.6,1.739,10.618
1226.8,312.3,119.9,86.3,527.6,14.6,59.3,1.262,5.643
570.6,,304.1,86.1,908.4,24.9,52.1,0.518,11.035
711.9,,183.5,90.7,1123.1,16.5,33.2,1.502,7.692
1480.3,,182.8,129.5,1580.4,7.8,20.4,1.664,6.262
1193.8,63.3,81.4,75.6,838.7,18.6,42.6,1.673,4.662
663.3,,115.3,77.4,1070.8,3.3,48.4,1.899,3.579
1515.8,127.2,230.1,160.0,669.1,7.2,53.3,0.629,8.103
1758.1,334.7,138.6,147.5,1213.7,26.1,48.6,0.782,7.484
769.1,360.6,36.1,102.3,854.0,35.4,46.6,1.889,5.715
691.4,341.7,65.5,108.6,1228.8,24.1,87.4,1.626,4.804
1560.9,240.3,257.8,24.4,656.8,23.5,84.4,1.126,10.116
1616.7,96.1,284.6,88.7,350.5,19.5,47.4,0.708,9.55
1608.5,197.5,325.6,131.2,628.0,7.3,85.9,1.756,9.838
1124.2,47.8,129.4,130.4,1439.8,27.5,26.1,0.966,7.189
764.3,175.3,,44.6,842.3,17.8,20.9,1.751,8.507
1331.9,190.1,328.0,30.8,861.6,10.7,43.2,1.336,10.206
837.4,31.1,173.8,134.2,1005.2,30.3,33.0,1.305,7.856
813.7,12.6,186.3,151.8,927.1,34.6,69.3,1.404,9.956
1041.9,117.5,277.8,136.7,1075.7,1.0,63.8,1.13,7.065
979.5,325.7,63.5,200.4,953.0,24.8,88.2,0.665,5.946
768.0,383.7,,167.9,2017.7,18.9,72.8,1.379,7.971
546.0,36.6,203.7,62.9,1374.3,21.8,47.6,1.132,8.032
891.3,542.7,196.0,167.0,1222.8,30.6,38.8,1.189,8.334
720.2,231.5,59.6,60.3,1186.0,21.6,23.8,1.4,4.56
430.2,260.5,79.8,118.6,1050.0,17.3,38.5,0.713,5.183
1045.1,46.3,320.3,36.4,794.6,10.1,32.8,0.859,9.776
1055.4,140.0,196.6,153.0,1146.2,18.0,78.7,0.931,7.972
1277.4,,62.3,77.0,454.8,21.8,42.8,1.066,5.506
1040.8,201.2,204.7,216.3,490.3,1.5,67.9,0.646,6.246
958.0,142.2,157.6,117.5,784.4,12.6,65.4,0.735,6.441
1272.9,310.0,413.2,99.5,1035.9,18.2,24.2,0.883,11.486
1042.3,,82.7,57.3,647.5,14.2,21.6,1.542,6.077
1097.4,,141.6,123.8,1078.6,31.0,51.2,1.506,8.353
1204.1,362.6,541.3,118.6,412.9,6.2,84.8,0.514,13.926
755.8,189.5,35.4,70.0,803.7,1.9,64.7,0.606,2.618
1367.8,137.0,313.9,181.4,353.0,34.1,80.0,1.249,11.613
997.9,,141.8,67.0,968.4,16.9,23.1,1.138,6.346
940.4,264.5,309.3,27.9,1489.0,10.6,46.5,0.941,9.295
1363.0,324.3,252.7,93.8,926.8,26.7,24.1,1.251,10.285
792.6,350.3,116.5,100.8,1279.0,15.1,43.9,0.8,6.087
823.8,235.8,40.7,87.4,1263.8,17.1,39.9,0.703,3.614
1181.6,409.5,41.7,133.2,818.7,18.0,84.5,0.605,5.051
1071.4,214.3,213.5,108.3,1126.7,26.6,77.3,0.608,7.805
2316.1,368.7,87.1,171.3,454.5,18.9,76.4,0.796,5.66
1401.1,109.4,218.9,159.4,831.4,26.6,21.7,1.687,8.873
42.9,,266.6,137.1,912.9,24.4,55.5,1.704,9.42
1112.3,361.1,437.2,138.6,578.4,9.0,26.8,1.869,10.575
262.6,159.7,262.3,22.8,941.6,20.2,80.6,1.492,9.18
834.0,,169.4,140.2,659.9,11.7,51.6,1.064,6.446
1070.4,101.8,,137.4,1233.0,23.9,26.8,0.693,7.55
815.7,223.5,75.2,179.6,466.1,16.3,88.9,0.829,5.122
123.5,,97.3,70.7,627.3,17.3,40.2,1.159,5.409
1023.7,156.2,31.7,64.3,900.3,5.4,34.0,0.874,3.315
775.0,37.3,343.1,81.2,544.0,14.2,59.5,0.973,10.382
1256.7,85.6,292.0,100.7,1500.6,5.0,53.9,1.916,8.438
241.2,54.4,96.9,49.4,103.1,9.2,39.2,1.079,5.447
709.0,,277.5,32.8,640.4,14.6,71.6,0.73,8.037
1325.9,41.2,312.9,70.7,979.4,24.2,40.3,1.019,10.418
108.0,259.8,67.0,29.0,1499.3,4.2,44.2,0.557,3.333
1190.6,123.7,302.9,12.3,340.0,5.2,69.0,1.425,8.586
688.3,,205.8,66.2,545.6,24.7,60.0,1.581,9.126
906.4,,12.2,104.1,696.9,19.7,40.2,1.105,4.929
542.4,28.4,31.2,88.2,1434.8,25.4,84.6,1.327,4.805
874.3,185.7,562.0,137.8,1160.3,21.8,70.3,1.811,15.0
581.5,498.1,145.3,23.3,619.2,21.3,41.2,0.809,7.628
510.0,336.7,233.9,145.7,1303.6,14.9,80.4,0.747,7.443
1323.5,213.2,45.7,87.6,1008.1,9.5,41.9,0.888,2.787
946.1,13.5,436.7,178.7,945.3,26.3,88.3,0.829,13.591
1096.6,256.9,303.9,107.4,1043.2,20.4,83.6,1.813,10.458
1026.7,368.8,203.2,97.2,577.4,23.8,48.1,0.569,8.148
1514.8,72.6,434.9,88.6,1019.8,32.8,66.4,0.626,14.468
1152.8,494.7,,113.0,800.7,15.7,57.5,1.911,7.896
1206.3,3.9,77.5,151.7,1864.2,22.0,77.2,1.089,5.784
1288.4,52.7,185.4,140.8,1476.4,21.1,80.4,1.243,7.923
656.5,,90.0,113.1,832.0,23.1,64.1,1.37,5.649
1711.1,176.5,299.7,91.4,1049.5,24.7,58.9,1.674,10.902
466.3,205.9,257.1,108.5,544.0,7.0,43.8,1.568,7.98
1117.2,381.7,360.6,208.0,1019.1,17.9,83.0,1.059,11.782
1115.0,25.1,206.0,133.0,495.0,12.6,62.4,1.703,6.831
1951.3,404.3,29.8,153.9,718.5,11.9,24.7,1.62,3.887
1160.5,280.2,133.9,132.0,1106.9,25.5,66.8,1.818,7.657
691.4,31.4,267.0,121.5,516.5,24.5,34.9,0.878,10.396
746.1,33.2,131.0,26.3,555.0,12.2,29.9,0.642,5.685
821.3,114.8,197.0,51.0,604.1,16.7,89.0,0.659,7.44
1043.6,383.1,112.5,103.2,858.9,28.9,82.8,1.317,7.301
1074.7,88.3,256.8,104.3,1383.7,17.5,70.9,0.893,9.379
1159.4,87.7,259.9,114.3,1310.5,20.6,61.1,0.567,9.051
1010.6,198.7,538.9,131.5,743.7,24.6,47.0,1.755,14.984
1211.8,72.1,64.5,36.0,1375.3,23.5,42.2,1.794,6.104
543.3,,227.8,110.5,883.0,11.6,43.6,1.05,7.68
357.0,215.9,492.0,106.9,956.1,37.6,51.7,0.697,14.93
1440.8,210.3,359.5,124.8,877.9,24.9,43.9,0.873,11.69
363.6,131.2,465.2,38.7,1142.3,22.5,35.7,1.516,13.42
964.8,124.3,20.5,103.0,594.1,26.3,83.9,1.532,5.603
674.7,361.9,188.5,1.1,732.0,21.1,73.1,1.553,7.497
1704.7,603.9,28.2,22.0,1290.6,17.5,64.9,1.783,4.518
1754.1,19.9,,195.2,750.1,12.1,51.0,1.826,6.946
1005.2,35.4,391.0,93.4,666.0,8.4,76.3,1.984,10.711
876.0,20.4,5.0,45.6,368.9,8.8,31.3,1.03,3.782
899.1,3.8,133.7,6.9,1083.2,23.7,29.8,1.869,7.944
1077.3,442.2,40.2,87.0,521.8,30.1,86.8,1.463,6.165
1342.1,53.1,223.3,182.4,1465.4,10.4,86.0,0.684,7.43
2347.1,621.5,,97.0,1092.7,14.4,66.8,1.39,7.224
576.5,,180.6,126.5,432.7,16.7,52.6,1.069,7.655
1096.8,311.4,316.4,61.5,967.7,30.0,82.3,0.611,11.448
938.1,269.6,127.0,58.9,668.8,20.7,71.8,0.871,6.814
791.8,326.4,381.9,104.0,1137.0,23.6,73.8,1.569,11.259
826.0,42.9,255.9,89.9,798.5,29.2,65.5,1.022,10.536
955.7,78.1,128.5,92.4,1695.2,12.4,84.5,1.468,6.747
1078.7,,73.7,111.5,1679.9,23.0,41.8,1.863,6.077
1150.2,118.8,332.4,135.0,715.4,21.2,38.6,1.386,10.88
1199.8,3.9,132.8,2.7,849.8,20.3,61.2,1.93,8.462
438.7,307.5,161.7,74.9,1178.8,14.2,44.5,1.015,6.19
730.6,234.6,495.6,133.7,698.5,26.3,24.0,1.814,15.0
1217.0,433.4,334.7,68.6,703.6,18.1,87.3,1.945,10.172
1575.7,,61.3,173.9,361.5,21.6,83.2,1.277,6.11
1190.8,505.9,194.1,134.9,411.7,28.0,20.7,1.046,7.876
879.9,19.9,328.8,59.4,1200.7,3.3,80.8,1.026,9.638
1189.3,334.1,82.2,70.7,940.2,10.7,56.3,1.136,4.968
1102.2,184.9,394.0,81.3,663.5,13.6,55.4,1.491,10.94
580.8,372.7,246.9,57.4,1153.6,15.3,31.7,1.158,7.934
929.5,,523.5,73.2,197.3,15.2,33.8,1.644,14.529
1068.8,329.2,138.8,49.7,812.9,21.1,39.7,1.536,8.159
1287.9,247.3,267.0,89.4,908.3,15.8,58.9,0.988,9.059
1568.7,18.7,72.2,123.1,486.3,18.2,53.8,1.709,5.113
1715.8,605.1,166.6,127.8,1116.2,31.9,39.3,1.637,8.996
331.5,128.7,91.6,110.0,1227.4,17.0,76.4,1.427,4.205
924.7,323.6,334.8,3.2,949.0,9.5,44.6,0.78,10.5
1598.3,277.6,65.5,112.8,684.9,23.4,33.8,1.259,5.964
1309.3,90.8,244.0,76.4,612.0,19.8,48.9,1.179,9.42
1328.8,350.4,223.2,107.0,895.1,42.1,69.4,0.53,11.036
708.5,,190.6,61.1,641.9,14.0,42.7,1.987,7.641
724.2,70.8,64.7,55.2,945.6,22.8,42.3,1.562,5.389
1263.6,222.5,195.8,85.6,1276.5,18.7,28.1,1.055,7.331
808.6,165.2,112.9,152.2,1151.9,25.1,27.1,1.366,5.957
545.9,280.1,415.8,62.7,808.4,14.8,40.5,1.836,12.171
1040.7,,62.2,131.8,1058.8,30.8,70.4,0.557,5.691
922.7,130.2,336.3,155.9,910.8,14.4,57.6,0.888,10.577
1347.5,290.4,7.4,0.5,1016.2,40.5,77.7,1.922,6.232
1164.5,121.2,22.2,80.7,970.7,11.0,70.3,0.524,2.757
1773.8,227.4,39.1,57.3,1670.9,11.0,64.6,1.372,3.439
604.2,241.9,186.3,65.3,1039.4,4.0,30.0,1.305,7.141
1017.4,40.1,315.6,86.6,1332.1,37.3,84.0,1.97,12.431
1226.3,102.6,416.2,107.4,468.0,22.7,22.1,1.145,11.638
1211.3,312.4,341.1,77.8,1193.8,26.6,87.0,1.964,11.425
1102.6,16.8,31.6,18.8,793.6,14.7,76.2,0.517,3.993
303.1,,150.6,40.4,1057.5,14.9,37.7,1.009,6.292
215.0,137.9,105.5,89.8,943.4,32.0,89.0,0.904,6.119
570.1,64.7,167.7,98.2,363.5,23.4,51.4,0.719,7.997
1198.6,61.8,237.1,71.5,1571.6,37.8,76.3,1.994,10.89
240.3,365.7,64.2,32.2,413.4,37.8,85.3,1.958,6.604
1264.3,200.1,475.8,55.1,498.1,20.8,54.8,0.716,11.969
878.8,96.7,116.0,101.6,773.6,27.2,63.4,1.285,7.049
865.6,244.2,292.3,11.7,624.2,2.9,65.8,0.643,9.087
1777.1,439.9,39.0,88.3,636.4,21.6,60.8,0.686,4.883
1715.2,160.7,476.8,1.5,969.2,14.1,33.0,1.564,12.4
730.6,,280.7,45.0,1012.7,19.0,40.4,1.801,10.252
1310.0,230.5,135.4,151.5,801.7,18.1,27.5,1.407,7.398
1015.3,106.5,233.2,46.6,831.9,17.9,50.5,0.669,8.173
1342.2,239.9,244.7,179.0,792.4,31.4,33.0,1.739,10.379
843.5,618.6,208.9,94.6,827.7,19.5,32.3,1.795,8.086
466.1,440.6,138.9,177.0,1200.1,9.6,28.1,1.34,5.803
983.3,117.3,8.9,15.3,1557.5,19.6,49.6,1.125,4.025
1324.6,135.0,,173.5,1120.1,15.5,26.5,1.112,6.669
944.7,108.8,208.2,92.0,1775.0,27.1,71.1,1.491,8.276
1330.1,606.8,65.3,91.1,82.6,13.9,83.0,1.873,4.183
1509.4,196.9,139.1,57.7,753.4,24.0,41.9,1.862,7.113
1471.5,20.7,355.3,89.5,590.3,20.9,78.8,1.678,11.577
1188.0,571.3,364.7,117.0,1439.3,22.1,61.2,1.031,12.396
472.4,364.4,137.2,50.6,1166.9,9.2,48.4,1.104,5.792
210.4,99.6,97.5,54.4,947.0,15.0,76.9,1.591,5.039
1235.6,41.4,107.1,116.3,1237.0,22.0,75.1,1.539,6.121
1312.6,360.4,335.8,98.0,1457.0,12.4,85.8,1.877,10.611
1004.1,32.0,374.8,19.3,591.9,25.4,85.8,1.688,12.951
1105.2,58.0,141.5,131.0,592.4,18.5,68.8,1.968,6.074
962.0,185.9,275.7,135.6,815.0,28.8,83.9,0.832,9.98
1027.6,60.5,131.2,29.3,1004.7,8.8,23.8,1.884,5.508
1152.5,23.1,24.2,46.9,1134.5,29.7,33.3,1.961,6.412
1361.7,231.3,270.9,41.1,934.9,17.3,41.4,1.858,9.611
1044.9,188.7,155.9,170.9,974.3,18.6,75.5,0.712,6.933
1007.3,204.6,159.3,61.8,1179.2,17.6,23.0,1.912,7.316
942.4,243.7,300.3,119.5,1116.4,23.1,73.1,1.637,10.836
1092.6,378.4,20.5,154.6,856.5,2.8,66.9,1.043,2.379
199.0,226.2,138.9,132.9,1195.0,16.3,81.5,1.183,6.202
1365.4,215.8,235.0,95.1,767.4,5.4,23.3,0.597,7.616
923.5,610.5,433.9,145.1,880.6,16.6,63.5,1.119,11.959
686.6,335.7,324.9,12.8,1669.0,17.8,27.0,0.871,10.628
1550.8,95.7,65.6,124.9,520.8,24.4,23.9,1.579,6.277
890.3,51.3,221.8,85.7,1021.6,28.8,86.3,1.347,9.161
581.3,,257.4,84.7,945.3,15.8,35.6,1.901,8.552
1296.9,384.6,,107.2,1311.4,4.0,33.2,1.428,5.809
809.1,275.3,90.9,160.0,1756.2,17.7,81.2,1.667,6.049
849.8,159.2,89.5,148.6,1345.9,3.7,41.9,1.719,4.835
1342.9,359.4,168.5,83.5,1002.5,2.6,79.3,0.601,5.751
1393.9,106.5,213.5,111.4,1081.0,12.7,66.9,1.731,7.131
461.6,34.5,294.6,53.5,678.0,4.5,33.3,0.746,8.065
967.9,52.1,325.8,81.9,1077.8,8.9,56.4,0.83,9.579
420.3,375.8,13.9,114.0,1322.8,22.2,66.3,1.253,3.405
827.9,,170.3,107.6,1479.6,12.5,70.6,1.199,5.808
683.8,646.3,166.2,117.6,748.2,24.8,53.7,1.931,7.576
1421.0,317.4,51.0,110.5,1147.1,24.3,44.9,1.169,6.18
562.5,12.2,335.5,73.7,487.8,19.5,86.4,1.131,10.366
1217.9,344.6,179.5,67.3,815.4,14.3,49.2,1.731,6.096
881.0,13.3,103.9,83.6,804.3,20.6,68.4,0.941,6.419
361.4,67.7,350.0,114.0,1445.0,32.4,78.6,1.699,13.036
670.1,134.2,273.0,111.0,22.9,21.2,31.8,0.868,9.602
480.7,216.2,78.2,121.7,1532.4,17.3,53.8,1.108,4.849
672.4,194.3,81.8,101.4,423.6,17.5,58.6,1.87,5.093
596.5,,63.7,98.0,841.3,18.9,59.9,1.209,4.615
868.0,44.9,195.5,61.2,1583.5,18.8,30.4,1.896,9.173
1383.4,149.4,103.1,108.5,70.6,20.9,21.8,1.067,5.69
659.4,212.4,,156.9,467.0,5.4,66.6,0.631,6.301
547.0,322.8,142.2,41.8,1229.7,28.1,63.5,1.644,7.481
758.2,56.7,77.7,114.3,287.5,17.6,69.0,0.872,5.879
879.1,400.2,262.5,148.7,1719.3,27.2,35.6,1.623,9.923
688.6,374.3,493.2,53.7,833.9,-1.0,43.6,1.364,11.429
482.0,263.6,269.2,109.0,987.5,3.2,59.9,1.962,8.685
1301.1,116.5,,84.4,994.3,27.3,24.0,1.139,7.971
1230.6,145.2,80.4,48.3,770.3,18.0,34.5,1.842,5.641
960.5,282.4,125.5,97.9,1350.0,13.8,81.7,1.586,5.666
1603.4,89.5,0.2,115.6,451.6,13.3,30.8,0.718,3.033
1989.3,,267.4,134.5,731.7,17.9,31.5,1.568,8.507
1531.0,62.9,334.8,106.3,902.0,36.4,70.5,1.456,12.051
158.7,121.8,84.9,36.6,721.0,-4.7,81.8,1.967,3.329
1124.7,1.6,210.3,159.9,260.9,9.0,88.0,1.186,6.516
686.5,50.0,44.5,50.5,1050.3,9.6,78.5,1.333,4.299
856.8,165.4,,41.6,774.4,27.9,69.9,1.564,8.535
359.3,,52.1,124.0,699.0,29.0,82.0,1.412,5.346
1105.1,265.2,198.8,140.2,1686.1,16.5,55.1,1.423,7.715
1692.5,195.0,268.4,49.3,1117.0,24.3,40.4,1.178,10.013
974.0,432.8,36.5,40.3,618.0,13.5,70.4,1.657,4.32
1406.3,37.9,23.2,155.7,804.3,28.3,48.5,0.514,5.269
1137.6,138.2,166.0,32.9,588.2,21.3,46.3,0.736,7.783
1305.2,29.4,169.8,11.9,595.8,15.8,49.8,1.778,6.711
92.2,123.5,161.2,114.9,567.4,-1.4,63.8,1.896,4.851
1172.6,141.0,10.5,53.7,929.4,15.1,83.2,1.608,3.434
1339.4,21.8,8.5,85.6,567.0,15.0,86.6,0.736,3.192
1681.4,75.2,215.6,15.3,449.0,17.7,65.8,1.37,8.061
424.1,284.4,93.2,108.9,241.6,18.7,22.5,0.92,6.229
1656.4,128.1,4.7,66.4,989.1,14.9,48.5,1.343,2.975
867.9,430.2,,112.1,1040.9,14.2,29.1,0.807,8.271
1075.5,289.5,95.0,159.3,758.2,25.4,59.1,0.706,5.743
1377.5,259.0,40.0,183.9,1091.0,5.2,47.7,0.789,3.525
1370.0,105.1,15.9,146.9,166.3,10.5,71.6,1.839,4.11
310.8,454.0,359.1,106.7,273.3,14.4,62.1,0.587,11.855
1046.4,100.3,70.9,106.8,872.1,10.6,32.8,0.552,4.846
576.3,352.4,148.9,30.7,1112.0,21.4,30.7,0.786,7.591
1021.7,,106.3,110.2,701.7,10.6,27.0,1.351,5.071
756.7,52.8,45.5,72.9,1126.6,14.0,72.0,0.634,4.703
335.8,227.5,,130.7,1071.3,24.6,43.3,1.279,8.136
594.7,45.5,240.9,88.6,1489.9,24.3,50.8,1.58,9.14
1224.4,119.3,4.3,154.0,611.4,16.6,49.9,1.31,3.672
1138.8,164.4,512.5,7.1,770.0,17.4,66.1,1.65,13.988
559.8,,,131.0,968.4,12.6,23.2,1.28,7.074
770.2,96.8,1.7,149.7,1065.2,25.5,44.8,0.636,3.799
1099.1,148.7,247.6,93.9,193.7,18.1,26.8,1.504,9.334
1116.5,250.6,198.6,92.0,892.6,23.1,23.4,0.991,8.286
1270.6,,372.5,94.0,974.2,18.8,25.7,1.28,10.746
1092.5,335.6,247.8,127.2,700.8,17.4,49.5,1.992,8.938
1236.4,545.6,350.1,163.6,1594.3,1.9,68.6,0.912,9.691
973.8,127.9,420.0,80.5,906.4,8.8,52.4,1.732,10.721
1199.9,165.3,133.0,138.7,616.7,15.3,37.1,1.346,6.552
1641.9,18.9,106.4,72.0,1347.7,3.8,65.6,1.874,4.216
1628.7,228.2,398.4,103.7,818.0,11.5,34.1,1.866,11.134
1014.7,177.1,320.1,81.9,923.3,19.6,46.5,1.572,10.416
531.9,,257.9,120.3,892.9,6.5,86.6,0.957,7.702
1537.7,153.5,399.6,98.0,1353.0,24.7,78.1,1.927,12.237
60.1,13.7,167.9,49.1,713.1,32.4,83.9,1.753,8.776
1208.1,43.6,90.2,59.9,628.9,18.9,31.1,1.95,5.034
1194.0,102.8,343.4,133.8,488.6,14.3,63.5,1.955,10.124
1019.1,128.6,219.5,62.5,837.5,24.1,41.7,1.16,7.85
1158.5,50.4,,45.9,931.2,22.8,77.2,0.647,7.592
471.8,381.6,408.3,129.8,811.0,13.2,51.8,1.259,10.948
579.7,301.2,380.4,137.5,744.9,13.6,71.6,0.682,10.651
487.9,,95.6,54.1,645.3,14.3,41.8,1.236,5.336
537.1,405.2,39.2,56.8,1430.0,25.7,24.8,1.323,5.607
718.7,74.3,34.4,111.2,526.1,10.5,72.7,1.365,4.653
929.1,316.7,91.6,139.5,211.9,21.4,62.1,0.514,6.103
1399.0,98.5,106.6,75.0,888.3,18.2,80.7,1.785,5.16
1782.5,100.9,,80.9,1538.8,21.8,28.1,1.188,7.504
668.7,109.6,637.1,58.6,1130.5,13.5,87.9,1.562,15.0
969.9,14.3,331.9,170.9,1069.1,14.7,83.9,0.665,9.449
1039.4,122.0,363.2,97.3,1215.8,23.2,65.7,1.618,12.19
644.2,125.0,175.6,107.1,681.0,7.1,56.8,1.162,6.363
815.0,,214.3,85.1,614.9,10.5,47.9,1.611,7.579
1676.9,106.0,257.0,83.9,894.3,-3.3,26.6,1.888,6.065
1478.9,41.5,361.1,136.5,1226.7,29.6,85.0,1.596,12.31
1528.2,288.1,325.9,99.0,681.1,17.0,33.7,1.422,10.573
1221.3,30.9,285.8,140.6,621.2,16.4,45.0,1.56,9.42
1339.3,123.5,83.7,141.0,823.9,23.9,33.0,1.61,5.871
1145.4,282.1,75.5,74.4,1246.6,15.1,38.3,1.253,5.684
1639.4,314.9,359.2,57.5,1036.9,11.9,47.5,1.754,10.943
167.2,413.2,289.8,61.3,944.8,17.6,68.8,1.332,9.486
562.2,230.0,85.3,40.3,517.9,25.2,76.8,1.449,6.37
408.6,173.0,515.9,174.2,684.4,17.5,24.1,1.135,14.006
727.1,468.4,,96.5,511.6,18.8,77.1,1.929,6.739
1021.1,16.3,174.7,166.9,420.6,13.3,75.5,1.273,6.287
942.4,307.0,143.3,175.7,537.0,17.0,29.4,0.82,5.983
658.6,,77.7,133.5,1175.0,27.2,39.2,0.978,6.669
1067.8,280.6,103.0,83.0,1021.8,10.2,25.9,0.722,4.498
1138.4,469.6,86.8,110.1,885.2,13.7,53.9,0.688,4.871
1211.5,11.8,,95.5,560.7,31.2,87.8,1.897,8.912
1304.8,719.7,263.6,135.9,769.4,19.0,81.4,1.498,8.848
750.4,180.7,308.5,174.8,995.8,6.0,81.2,0.501,9.187
1400.6,40.7,85.1,144.3,605.2,35.0,28.9,1.719,7.138
971.1,,104.9,167.9,800.5,9.9,83.1,1.296,4.544
1301.2,72.6,236.9,75.0,876.6,-3.6,21.4,0.664,7.121
747.4,163.0,216.2,101.5,1420.5,13.0,73.4,1.18,8.005
1686.5,261.2,199.7,102.3,1233.8,9.3,41.0,1.049,7.243
1201.7,171.5,209.9,169.3,1556.6,23.7,55.1,0.98,8.641
1045.0,152.7,271.3,99.4,694.0,29.1,71.4,1.195,10.428
514.9,50.2,345.5,99.2,1094.6,17.5,65.3,1.461,10.709
1434.7,,97.5,70.6,1000.8,21.5,43.4,1.305,5.73
566.0,227.5,230.6,111.2,1279.5,18.8,77.2,0.923,8.192
1886.9,263.2,106.9,115.3,1484.4,28.3,65.6,1.585,6.965
1293.1,561.3,117.8,119.5,527.9,15.7,79.1,1.983,5.949
478.2,,45.6,134.8,697.2,5.4,45.6,1.949,3.885
1085.3,53.8,448.3,82.4,336.4,16.6,28.2,1.995,12.29
1786.8,259.4,333.4,152.8,1170.5,-4.6,46.0,1.231,9.331
994.6,316.5,121.5,34.9,601.8,12.2,54.6,0.565,5.996
856.7,159.7,76.1,190.2,625.6,11.9,30.1,1.593,4.791
1124.3,274.9,154.4,12.7,1079.1,7.8,59.3,1.495,5.656
698.1,,185.3,6.4,388.3,26.2,66.3,1.951,7.933
1533.7,216.2,95.7,121.4,458.7,15.5,20.2,1.056,5.672
657.5,427.4,298.1,48.3,710.1,21.8,58.8,1.991,10.055
1172.8,228.2,408.7,97.0,909.3,16.3,29.0,0.599,11.854
1500.3,37.7,349.7,106.4,779.9,19.6,30.0,1.038,11.073
1022.5,37.6,97.9,188.9,959.7,9.9,46.4,1.61,4.565
1516.4,242.1,25.8,153.8,1290.2,17.5,26.5,1.423,4.224
924.6,192.3,270.5,37.0,1097.8,30.2,60.0,0.809,10.756
549.5,141.8,43.1,27.4,679.4,8.0,71.6,1.036,3.91
1296.9,56.9,290.1,115.0,685.0,32.9,42.8,0.743,10.75
1134.7,30.0,394.0,130.7,1084.9,28.8,85.5,1.992,12.949
616.6,486.9,257.6,102.2,821.2,15.7,69.8,1.272,8.758
965.4,34.4,18.0,86.1,1274.1,23.0,89.2,1.801,4.855
610.1,32.8,32.9,82.3,895.4,20.7,62.5,1.091,4.465
997.5,160.8,189.8,44.8,415.3,8.6,52.3,0.866,6.847
1912.9,223.6,446.5,14.1,954.5,20.1,73.5,1.232,12.829
1383.6,198.2,201.2,49.9,867.9,17.4,47.6,1.654,7.654
1250.8,170.3,12.4,63.4,975.7,13.3,20.1,1.865,4.304
1067.5,,163.1,267.4,445.9,24.4,34.9,0.789,7.753
1419.6,374.5,496.8,108.9,426.3,12.0,34.4,0.692,13.011
1031.0,204.9,41.2,83.9,1444.9,13.3,54.2,0.742,4.862
283.0,564.2,383.2,110.4,625.2,7.4,69.8,0.955,10.313
464.4,435.8,130.0,140.4,772.0,14.5,59.0,1.398,6.486
780.5,84.3,252.6,101.4,221.0,30.6,27.2,1.606,10.535
831.5,46.4,319.8,105.7,920.3,12.0,38.2,1.047,9.476
1010.3,51.4,68.3,158.4,294.9,25.1,29.6,1.878,5.254
1474.8,160.7,356.1,217.5,868.3,16.6,25.6,1.191,11.524
1155.8,221.3,253.9,77.3,967.5,18.9,31.0,1.233,8.89
1071.2,388.1,386.8,10.5,710.2,3.9,56.4,1.829,10.64
558.9,149.0,240.6,48.8,1113.7,25.3,72.9,0.594,9.209
938.4,0.6,468.0,61.7,917.7,13.7,47.8,1.413,12.727
751.9,376.9,66.9,97.7,1020.9,19.0,34.1,1.34,4.797
590.9,81.6,285.3,80.7,817.0,20.9,50.1,1.101,9.119
227.3,242.7,222.4,187.9,902.4,23.1,43.1,1.148,9.804
526.6,195.2,20.3,87.1,1636.7,14.8,23.1,1.534,4.63
1698.0,174.9,375.7,114.3,828.9,1.1,84.6,1.354,9.753
