temperature,pressure,vibration,rotation_speed,tool_wear,material_type,operator_exp,shift,humidity,defect
97.5,201.9,0.72,1471,56,steel,junior,morning,52.9,normal
88.8,258.9,4.32,1405,46,plastic,senior,night,46.0,normal
103.9,157.5,3.5,1596,159,aluminum,senior,afternoon,43.6,defective
75.4,182.6,2.12,1700,0,steel,senior,night,33.3,normal
82.3,178.6,5.13,1631,206,steel,junior,afternoon,34.4,defective
94.5,255.3,8.53,1342,34,composite,senior,morning,50.0,normal
80.4,213.6,6.46,1535,211,plastic,senior,afternoon,31.9,normal
89.1,143.9,3.47,1555,158,aluminum,junior,afternoon,54.1,normal
79.2,146.2,8.98,1673,23,aluminum,senior,night,59.0,normal
97.0,225.8,3.53,1442,39,steel,senior,night,47.5,normal
71.3,168.3,7.19,1488,248,plastic,expert,afternoon,26.4,defective
104.5,200.2,1.52,1382,191,plastic,junior,night,76.3,defective
93.0,193.8,4.54,1365,92,aluminum,expert,morning,70.0,normal
90.3,259.3,2.62,1507,200,plastic,expert,afternoon,77.2,normal
89.3,192.9,9.15,1647,119,steel,junior,night,42.1,normal
78.4,187.3,3.62,1503,243,aluminum,senior,night,21.9,normal
92.4,216.9,2.96,1505,137,composite,senior,afternoon,46.2,normal
80.2,233.4,5.93,1373,255,composite,senior,night,47.9,normal
64.3,203.7,4.5,1515,116,steel,senior,morning,62.4,normal
86.3,131.1,9.29,1445,1,plastic,senior,morning,64.1,normal
77.9,224.3,5.62,1455,278,aluminum,expert,morning,45.5,defective
86.8,159.3,5.13,1671,192,steel,junior,afternoon,78.6,normal
85.2,153.9,6.44,1456,62,aluminum,junior,night,26.7,normal
71.2,185.2,4.56,1466,35,aluminum,expert,morning,74.1,normal
101.4,203.8,5.48,1522,278,steel,senior,afternoon,66.2,defective
78.7,243.8,3.32,1147,62,composite,senior,afternoon,52.0,normal
96.0,138.9,3.76,1422,213,aluminum,expert,night,65.8,normal
78.2,204.6,3.17,1321,32,aluminum,senior,night,65.3,normal
85.5,244.3,5.78,1445,174,aluminum,senior,night,30.0,normal
88.2,196.9,3.67,1691,18,steel,expert,afternoon,51.9,normal
65.0,223.1,6.56,1222,278,steel,senior,night,48.3,normal
79.2,220.6,3.27,1333,109,composite,junior,morning,49.6,normal
88.0,182.9,3.07,1635,85,aluminum,senior,night,30.1,normal
85.9,218.2,5.48,1484,3,steel,expert,night,43.1,normal
85.7,203.5,5.28,1544,96,aluminum,junior,morning,51.1,normal
94.4,190.5,6.71,1510,83,composite,senior,morning,61.1,normal
77.2,247.9,2.64,1513,241,plastic,junior,morning,45.4,defective
86.0,194.8,1.92,1466,127,plastic,senior,morning,58.8,normal
71.7,245.3,7.43,1176,95,plastic,senior,morning,57.1,normal
80.2,189.8,2.29,1498,180,composite,senior,afternoon,68.8,normal
97.5,196.2,6.66,1610,111,steel,junior,morning,44.9,normal
85.4,193.0,0.3,1600,120,aluminum,junior,night,72.4,normal
80.5,231.5,6.14,1558,272,steel,junior,afternoon,21.6,defective
77.1,174.1,4.98,1490,24,plastic,expert,night,74.0,normal
71.4,213.8,5.81,1515,13,plastic,senior,morning,77.1,normal
94.7,211.9,6.53,1586,109,aluminum,junior,night,44.7,normal
106.4,212.0,6.89,1347,29,aluminum,expert,night,77.0,normal
80.9,261.5,5.93,1680,21,composite,expert,afternoon,71.9,normal
67.0,193.6,6.67,1601,101,aluminum,junior,night,23.4,normal
100.5,282.0,7.25,1685,259,steel,senior,afternoon,59.1,defective
76.1,233.6,7.55,1531,71,steel,junior,night,75.1,normal
88.9,156.6,6.04,1448,115,aluminum,senior,night,32.4,normal
90.3,165.8,3.11,1546,255,steel,senior,morning,75.2,normal
96.3,230.8,4.5,1576,113,steel,senior,night,32.4,normal
82.7,177.7,4.8,1693,27,plastic,senior,afternoon,57.9,normal
89.7,207.4,3.64,1471,181,plastic,junior,morning,42.8,normal
81.8,179.2,2.71,1459,185,aluminum,senior,morning,52.9,normal
65.1,186.1,6.85,1606,250,aluminum,expert,morning,36.9,defective
80.9,192.4,5.6,1477,181,aluminum,senior,morning,44.4,normal
88.7,229.6,3.66,1440,143,plastic,senior,morning,50.2,normal
75.0,193.2,5.08,1446,205,steel,junior,night,50.1,defective
85.9,242.8,5.6,1298,251,composite,senior,morning,79.6,normal
87.7,170.7,2.69,1429,171,steel,senior,night,71.3,normal
98.4,223.8,3.4,1542,170,composite,senior,night,28.8,normal
75.7,206.4,4.37,1499,240,plastic,expert,night,77.6,defective
87.4,163.0,4.69,1547,241,composite,senior,afternoon,54.1,defective
74.1,182.3,1.81,1633,79,aluminum,senior,night,56.6,normal
,196.5,6.49,1739,256,aluminum,senior,night,36.6,defective
80.2,237.2,5.06,1473,246,aluminum,junior,morning,38.2,defective
79.5,196.2,4.5,1386,29,aluminum,junior,night,28.3,normal
88.4,262.0,3.57,1456,122,steel,senior,morning,69.8,normal
96.6,190.4,2.97,1577,191,aluminum,senior,afternoon,49.0,normal
86.1,203.0,5.03,1747,26,composite,senior,night,25.9,normal
78.5,239.7,5.32,1516,79,plastic,junior,afternoon,46.7,normal
76.8,162.2,8.94,1548,87,aluminum,expert,morning,40.4,normal
96.7,236.0,9.12,1477,155,steel,senior,morning,61.4,normal
91.9,180.5,3.93,1515,87,aluminum,junior,morning,31.2,normal
76.2,193.0,3.08,1624,216,aluminum,junior,morning,76.1,defective
71.3,207.5,2.47,1581,178,steel,expert,morning,66.9,normal
76.2,175.8,5.18,1494,129,plastic,junior,afternoon,43.5,normal
94.9,279.8,2.5,1525,252,steel,senior,afternoon,31.3,normal
75.6,206.7,2.24,1463,70,composite,senior,afternoon,66.1,normal
89.6,204.1,3.53,1619,86,steel,senior,morning,27.1,normal
101.9,182.3,3.78,1686,34,composite,senior,afternoon,25.2,defective
77.0,159.7,3.52,1413,93,aluminum,expert,night,60.8,normal
,234.1,1.76,1421,193,steel,expert,night,32.0,normal
84.7,191.9,4.82,1464,15,aluminum,senior,afternoon,58.6,normal
68.9,209.9,4.78,1586,7,steel,senior,night,41.3,normal
77.9,170.7,7.68,1457,91,composite,senior,night,25.8,normal
86.8,224.4,2.52,1594,39,steel,senior,afternoon,57.5,normal
75.3,190.6,6.05,1343,208,composite,senior,morning,58.8,normal
106.4,150.4,8.57,1493,184,aluminum,senior,afternoon,52.4,defective
80.1,191.3,2.09,1513,244,steel,senior,night,40.9,normal
83.2,223.4,2.82,1407,205,steel,expert,afternoon,74.8,normal
79.3,217.6,2.48,1486,84,aluminum,junior,afternoon,60.8,normal
82.6,211.5,5.89,1611,282,steel,senior,afternoon,53.3,normal
77.8,198.9,5.82,1486,159,composite,senior,night,48.9,normal
64.2,201.2,6.91,1542,229,steel,senior,afternoon,70.6,normal
81.4,183.3,5.16,1642,118,aluminum,senior,morning,77.7,normal
103.1,234.8,8.6,1409,284,steel,junior,night,53.4,defective
101.3,198.5,6.08,1526,242,plastic,expert,morning,23.0,defective
74.5,184.2,7.52,1215,163,steel,senior,afternoon,49.5,normal
69.0,253.7,5.31,1361,118,steel,senior,night,58.7,normal
64.5,237.1,4.23,1575,23,steel,expert,morning,69.1,normal
75.3,202.9,4.65,1447,166,aluminum,expert,afternoon,38.6,normal
79.4,189.5,7.74,1529,177,aluminum,senior,afternoon,60.6,normal
89.0,190.4,6.59,1349,146,composite,senior,night,22.8,normal
80.8,171.1,6.47,1229,165,plastic,senior,morning,41.1,normal
93.8,228.6,6.98,1430,281,aluminum,senior,night,37.9,defective
90.9,255.2,5.53,1442,69,plastic,junior,afternoon,25.1,normal
88.5,217.2,10.63,1465,237,steel,senior,afternoon,62.1,defective
83.8,246.5,4.55,1647,176,steel,expert,morning,42.1,normal
94.9,225.8,5.22,1295,281,steel,senior,morning,33.1,normal
91.3,155.9,4.1,1427,91,steel,expert,afternoon,28.8,normal
70.4,243.9,6.0,1463,235,plastic,junior,afternoon,74.2,defective
90.3,193.3,1.48,1486,172,composite,junior,afternoon,28.3,normal
79.3,206.6,0.92,1599,292,plastic,junior,afternoon,71.9,defective
94.2,172.7,3.71,1494,88,steel,expert,morning,51.2,normal
91.6,147.4,6.17,1580,213,composite,junior,morning,21.9,defective
102.2,181.3,7.05,1619,261,composite,senior,morning,77.5,defective
65.0,208.2,2.48,1361,158,steel,senior,night,53.2,normal
,203.9,1.67,1613,64,composite,senior,afternoon,39.1,normal
78.5,223.9,3.55,1480,103,aluminum,senior,afternoon,36.1,normal
106.3,208.7,3.52,1505,233,steel,senior,morning,39.0,defective
54.7,204.6,5.43,1515,66,composite,junior,afternoon,32.9,normal
89.4,183.7,5.25,1542,255,plastic,senior,morning,34.7,normal
90.6,260.7,7.93,1352,173,composite,junior,afternoon,42.7,normal
63.6,259.1,4.17,1344,132,plastic,junior,afternoon,51.2,normal
90.2,208.0,2.34,1449,36,aluminum,junior,afternoon,63.5,normal
64.8,158.4,5.61,1561,28,steel,junior,night,38.2,normal
,211.1,3.07,1628,91,composite,senior,morning,28.1,normal
89.1,162.2,3.1,1432,48,aluminum,expert,afternoon,21.2,normal
75.2,158.1,8.4,1586,152,plastic,senior,afternoon,42.3,normal
85.8,230.0,6.86,1479,137,aluminum,senior,morning,67.5,normal
84.9,174.4,4.15,1533,97,aluminum,junior,night,39.7,normal
90.3,185.2,8.64,1440,14,plastic,expert,morning,33.0,normal
74.3,227.5,6.66,1514,204,steel,expert,afternoon,74.7,defective
94.3,214.2,5.78,1408,228,aluminum,expert,morning,59.7,normal
56.1,221.0,3.64,1509,186,aluminum,senior,night,78.5,normal
100.2,254.0,0.88,1587,240,plastic,senior,night,53.7,defective
82.4,184.0,3.29,1460,54,plastic,senior,afternoon,52.5,normal
83.5,210.2,4.02,1525,141,aluminum,senior,afternoon,78.3,normal
88.1,245.1,2.61,1537,201,composite,junior,morning,56.6,normal
86.9,172.3,5.25,1611,183,plastic,junior,morning,50.9,normal
85.0,196.0,0.92,1313,260,steel,expert,morning,34.3,defective
97.5,225.9,7.66,1570,261,composite,senior,morning,43.0,defective
69.7,163.0,4.09,1391,245,composite,junior,night,53.7,normal
75.5,206.9,6.48,1382,268,aluminum,expert,night,53.9,defective
89.3,191.4,6.45,1435,239,steel,junior,morning,47.3,normal
81.3,172.8,2.53,1406,228,composite,senior,morning,61.4,normal
97.9,236.1,1.52,1520,127,plastic,senior,morning,29.4,normal
107.4,227.6,3.72,1403,150,steel,junior,afternoon,72.0,defective
85.1,216.0,5.75,1558,148,steel,senior,night,64.2,normal
67.8,221.2,5.27,1286,289,aluminum,junior,morning,69.4,normal
76.2,188.0,7.33,1606,30,composite,junior,morning,22.1,normal
64.6,201.6,5.78,1345,226,plastic,junior,night,66.9,defective
91.2,175.4,5.93,1541,193,composite,junior,night,64.4,normal
75.5,223.2,3.38,1420,141,composite,expert,afternoon,21.2,normal
83.4,172.9,4.49,1458,233,plastic,senior,afternoon,47.1,normal
82.1,185.0,4.54,1412,99,composite,senior,afternoon,38.3,normal
96.3,169.3,6.24,1288,152,steel,junior,afternoon,35.3,normal
85.6,206.5,6.51,1454,191,aluminum,expert,morning,29.4,normal
82.3,192.2,4.54,1378,68,aluminum,senior,morning,35.2,normal
,212.1,4.6,1357,112,steel,junior,afternoon,65.7,normal
91.0,180.1,5.7,1458,214,composite,senior,night,74.5,normal
74.0,177.4,8.87,1472,42,composite,junior,afternoon,41.1,normal
72.5,213.1,1.52,1508,235,aluminum,junior,night,37.1,normal
79.1,196.0,3.15,1549,109,aluminum,senior,afternoon,37.6,normal
105.8,285.2,3.23,1379,245,plastic,junior,afternoon,52.1,defective
84.0,219.6,2.37,1361,70,plastic,junior,morning,22.7,normal
,204.2,3.41,1576,40,plastic,senior,afternoon,54.5,normal
88.2,238.9,5.75,1468,186,plastic,junior,morning,75.2,normal
87.3,230.1,6.89,1696,27,aluminum,junior,afternoon,49.5,normal
82.8,205.5,5.46,1295,212,composite,senior,afternoon,43.9,normal
75.3,291.4,5.42,1533,54,steel,junior,night,22.4,normal
80.6,234.7,3.16,1419,35,aluminum,expert,afternoon,52.9,normal
82.9,166.6,0.33,1422,261,steel,senior,night,28.2,normal
70.8,190.0,5.75,1445,210,steel,junior,night,47.7,defective
82.8,146.3,7.67,1634,52,composite,junior,afternoon,38.5,normal
87.0,156.1,6.92,1332,138,composite,expert,afternoon,35.7,normal
,289.5,4.81,1331,177,steel,senior,morning,77.5,normal
97.4,240.6,5.15,1562,45,aluminum,senior,afternoon,67.3,normal
87.8,149.5,7.81,1670,81,steel,senior,afternoon,27.2,normal
77.4,199.8,3.61,1427,173,composite,senior,afternoon,39.0,normal
80.9,189.3,4.09,1608,40,plastic,junior,night,62.2,normal
97.3,279.5,1.4,1587,266,composite,senior,morning,69.4,normal
78.8,129.4,5.93,1528,26,composite,senior,night,51.6,normal
77.0,181.0,4.0,1518,48,aluminum,senior,afternoon,74.0,normal
76.5,181.3,4.4,1462,271,steel,junior,morning,41.7,defective
85.7,178.6,6.36,1591,269,steel,junior,afternoon,24.6,normal
87.2,207.7,3.5,1566,209,steel,expert,afternoon,76.5,normal
91.8,226.6,6.0,1443,203,plastic,senior,night,44.8,normal
77.7,184.4,6.1,1341,281,plastic,junior,night,21.4,defective
100.2,197.7,4.28,1422,233,plastic,junior,night,63.2,defective
90.1,171.4,6.68,1394,39,plastic,senior,night,35.1,normal
80.8,173.8,4.79,1494,245,plastic,senior,night,25.5,normal
93.3,212.3,6.43,1548,17,composite,senior,afternoon,70.6,normal
104.0,217.3,3.77,1539,109,aluminum,expert,afternoon,34.6,normal
89.9,144.7,6.17,1546,256,aluminum,senior,morning,52.6,normal
102.6,178.1,4.29,1519,15,composite,junior,afternoon,56.7,defective
74.9,190.3,5.67,1498,148,plastic,junior,night,76.7,normal
65.7,188.4,5.71,1494,118,composite,expert,morning,43.8,normal
90.3,192.1,4.2,1623,210,composite,expert,night,50.1,defective
96.4,124.7,4.14,1451,263,composite,junior,night,38.1,defective
71.7,232.2,4.58,1478,251,steel,junior,night,48.0,defective
97.4,197.7,5.14,1284,98,aluminum,expert,afternoon,20.4,normal
80.6,284.2,6.15,1446,17,composite,junior,afternoon,71.5,normal
91.1,218.8,5.47,1470,89,plastic,junior,afternoon,24.0,normal
87.6,211.5,1.0,1620,24,composite,expert,afternoon,34.8,normal
89.6,174.3,6.71,1366,273,plastic,expert,night,63.1,normal
90.7,182.6,5.81,1487,23,plastic,senior,morning,58.5,normal
84.1,224.1,7.36,1485,68,steel,junior,afternoon,65.1,normal
80.7,191.7,6.7,1564,10,aluminum,expert,morning,50.3,normal
88.4,179.2,4.15,1453,259,composite,senior,night,75.7,defective
82.2,256.7,2.67,1561,9,aluminum,junior,night,76.7,normal
78.1,211.2,8.61,1526,100,plastic,senior,morning,65.5,normal
88.2,223.8,7.57,1424,11,composite,expert,night,39.3,normal
79.0,190.8,6.49,1389,73,composite,junior,afternoon,22.5,normal
83.1,236.6,3.41,1709,132,composite,senior,night,53.0,normal
79.7,184.1,2.4,1446,234,aluminum,senior,afternoon,20.5,defective
100.6,235.7,4.13,1331,90,composite,expert,night,68.6,defective
86.1,186.5,6.72,1454,224,steel,senior,afternoon,55.3,normal
69.2,249.0,0.19,1433,4,steel,senior,morning,57.1,normal
97.5,239.3,3.55,1383,22,aluminum,senior,night,23.6,normal
66.9,187.4,10.36,1496,183,composite,senior,night,55.2,normal
106.4,268.3,4.29,1519,215,steel,junior,afternoon,30.8,defective
85.4,204.4,5.07,1298,45,composite,expert,afternoon,44.2,normal
78.8,251.7,4.95,1513,129,plastic,senior,morning,39.2,normal
81.4,166.4,8.45,1573,73,plastic,senior,afternoon,34.8,normal
69.1,221.2,4.35,1403,0,composite,senior,morning,46.8,normal
84.0,212.1,1.41,1366,140,composite,senior,night,65.7,normal
80.5,188.4,7.06,1397,291,composite,senior,afternoon,34.0,normal
84.4,228.9,2.86,1448,61,plastic,senior,afternoon,50.6,normal
94.0,239.2,2.02,1494,62,steel,senior,night,41.4,normal
88.0,216.2,8.05,1383,107,plastic,junior,morning,59.3,normal
73.4,211.9,6.49,1455,235,composite,senior,morning,54.0,normal
75.1,208.0,4.27,1475,15,aluminum,senior,afternoon,59.0,normal
87.5,215.8,7.31,1511,245,steel,expert,night,78.9,normal
89.9,224.1,6.95,1350,236,aluminum,senior,afternoon,50.4,normal
84.3,222.6,3.64,1415,110,plastic,senior,morning,26.2,normal
,218.3,5.38,1421,173,steel,senior,morning,22.7,normal
86.4,186.8,4.79,1651,4,steel,senior,morning,23.0,normal
86.7,230.4,3.67,1596,293,aluminum,expert,night,41.1,normal
93.4,217.3,5.09,1483,181,aluminum,senior,night,63.5,normal
104.2,211.7,6.54,1339,81,aluminum,senior,night,70.4,normal
88.0,193.4,3.13,1576,112,aluminum,senior,night,55.6,normal
115.8,229.7,6.65,1606,166,steel,senior,afternoon,48.8,normal
86.4,138.8,1.29,1481,155,plastic,senior,morning,70.8,normal
86.3,198.4,5.44,1440,253,aluminum,senior,morning,23.4,normal
104.5,188.4,3.53,1418,52,composite,junior,afternoon,39.4,defective
83.4,185.8,8.16,1557,95,steel,expert,afternoon,23.4,normal
66.9,192.2,1.78,1551,275,aluminum,senior,afternoon,75.9,normal
74.1,169.1,4.52,1382,203,composite,senior,afternoon,25.4,defective
94.1,189.7,3.34,1403,277,plastic,senior,afternoon,77.6,normal
89.9,164.7,3.86,1382,139,plastic,senior,night,63.8,normal
75.7,212.4,2.72,1665,229,aluminum,expert,afternoon,49.7,defective
65.4,228.3,5.34,1515,186,composite,senior,night,38.8,normal
81.2,231.5,5.45,1598,53,aluminum,expert,afternoon,52.2,normal
97.0,216.5,1.54,1500,52,steel,junior,afternoon,58.6,normal
,183.2,6.25,1528,87,steel,expert,night,48.9,normal
81.4,166.8,1.83,1457,293,steel,senior,afternoon,75.0,defective
74.0,180.5,5.06,1633,102,aluminum,senior,afternoon,28.4,normal
81.8,190.5,8.52,1518,139,aluminum,junior,afternoon,27.7,normal
90.3,181.1,3.28,1481,229,aluminum,expert,afternoon,66.8,normal
83.1,272.9,4.4,1301,85,plastic,junior,afternoon,53.6,normal
83.3,221.1,3.42,1539,262,plastic,senior,night,44.4,normal
96.2,217.4,3.66,1538,156,composite,senior,afternoon,69.2,normal
77.2,209.3,5.62,1614,119,aluminum,junior,night,76.3,normal
89.7,184.9,8.23,1456,131,steel,senior,afternoon,51.5,normal
83.4,204.1,4.93,1416,279,steel,expert,night,54.1,defective
101.4,220.9,7.39,1670,84,aluminum,junior,night,23.3,normal
93.7,228.9,3.55,1348,81,composite,senior,night,49.9,normal
98.4,208.9,7.22,1407,22,steel,senior,night,21.2,normal
91.1,222.9,8.33,1643,238,composite,senior,morning,44.4,defective
80.1,185.6,7.44,1584,264,aluminum,expert,morning,78.0,normal
99.2,152.9,6.46,1464,24,plastic,senior,afternoon,65.8,normal
88.6,239.5,6.26,1468,227,steel,expert,afternoon,64.1,defective
,182.2,3.48,1474,287,composite,junior,morning,67.1,normal
77.1,182.0,2.05,1577,134,plastic,junior,morning,71.0,normal
92.4,173.7,6.33,1579,186,composite,senior,night,22.6,normal
80.7,209.3,3.43,1554,162,plastic,expert,night,72.8,normal
,183.9,3.59,1572,28,aluminum,senior,night,66.5,normal
88.0,244.6,2.03,1551,114,plastic,junior,night,61.0,normal
78.8,243.8,3.85,1254,209,steel,senior,afternoon,44.3,normal
77.4,211.6,7.17,1532,46,aluminum,junior,night,38.0,normal
75.6,179.0,6.91,1462,270,aluminum,senior,afternoon,31.5,defective
95.3,255.8,2.36,1714,119,steel,junior,morning,40.5,normal
99.3,234.6,3.07,1352,134,plastic,senior,morning,72.7,normal
104.1,180.0,1.4,1377,101,aluminum,expert,night,23.4,normal
94.3,212.7,5.73,1511,205,aluminum,junior,night,63.6,defective
61.9,208.6,5.37,1378,217,aluminum,expert,afternoon,25.1,normal
88.2,217.7,5.55,1753,273,composite,junior,afternoon,27.0,normal
82.5,204.4,4.11,1555,261,steel,senior,night,32.0,normal
108.9,200.7,6.31,1441,298,steel,junior,morning,60.4,defective
88.9,288.2,4.42,1539,184,aluminum,junior,night,71.1,normal
,217.9,6.91,1522,40,aluminum,senior,morning,28.5,normal
77.7,180.5,2.81,1435,75,steel,senior,morning,34.0,normal
67.5,188.4,6.74,1371,50,plastic,senior,night,58.1,normal
84.3,256.9,5.87,1387,60,aluminum,junior,night,47.4,normal
69.3,191.5,6.32,1455,93,composite,senior,morning,58.0,normal
64.8,173.8,4.35,1598,18,steel,junior,afternoon,29.5,normal
75.7,203.7,8.51,1561,20,plastic,senior,afternoon,47.6,normal
74.8,196.5,3.57,1719,79,plastic,senior,afternoon,40.4,normal
85.7,244.2,9.56,1415,70,steel,expert,morning,46.2,normal
88.9,249.9,5.89,1380,53,composite,senior,morning,37.8,normal
85.0,193.5,7.29,1484,25,aluminum,junior,afternoon,28.6,normal
83.9,227.3,7.91,1543,168,steel,expert,night,60.0,normal
88.9,198.5,6.56,1546,4,composite,junior,night,60.1,normal
96.5,178.3,8.75,1536,25,steel,senior,night,35.9,normal
75.0,256.4,6.89,1521,165,plastic,junior,morning,54.6,normal
88.3,261.2,6.47,1445,81,aluminum,senior,morning,77.7,normal
85.3,213.3,5.94,1458,261,plastic,senior,night,52.2,defective
89.1,184.0,5.77,1657,256,steel,senior,morning,38.8,defective
83.1,173.5,7.24,1381,74,composite,senior,night,38.5,normal
76.1,222.8,3.33,1524,125,steel,expert,afternoon,69.9,normal
83.6,242.9,4.7,1616,79,aluminum,junior,afternoon,49.3,normal
77.7,207.6,6.02,1398,48,steel,junior,night,35.8,normal
75.1,236.3,3.55,1398,81,steel,junior,morning,57.9,normal
96.9,197.1,6.93,1529,36,plastic,expert,afternoon,71.9,normal
86.5,186.8,4.58,1543,224,aluminum,expert,night,63.6,normal
65.2,211.3,2.45,1468,256,steel,junior,afternoon,25.2,defective
52.0,143.4,3.79,1545,218,aluminum,senior,morning,40.5,normal
83.5,189.2,6.92,1335,292,aluminum,senior,afternoon,68.8,defective
78.7,228.4,2.92,1436,213,composite,senior,afternoon,45.1,normal
85.2,131.0,3.08,1616,274,composite,senior,night,79.9,normal
87.4,165.4,6.04,1315,164,plastic,senior,afternoon,40.5,normal
84.9,199.9,2.37,1705,113,plastic,junior,afternoon,74.4,normal
77.2,168.2,6.13,1487,55,composite,junior,morning,47.6,normal
94.7,189.7,0.88,1661,218,steel,senior,morning,76.2,normal
73.4,143.0,5.95,1616,290,steel,expert,afternoon,45.3,normal
97.2,223.2,4.81,1523,83,aluminum,expert,afternoon,48.1,normal
90.8,236.8,8.27,1526,281,plastic,senior,night,52.4,defective
78.4,158.5,1.1,1689,173,composite,expert,afternoon,22.4,normal
89.4,210.4,3.71,1393,162,steel,junior,night,25.0,normal
81.4,198.0,6.04,1489,21,composite,senior,morning,71.3,normal
98.7,217.9,4.9,1441,141,aluminum,senior,morning,35.9,normal
78.6,248.3,4.0,1417,185,composite,senior,afternoon,57.6,normal
93.0,169.7,1.46,1615,158,aluminum,senior,night,35.6,normal
72.3,241.8,5.84,1539,272,plastic,senior,night,41.1,defective
88.4,254.8,9.53,1536,150,steel,senior,afternoon,56.3,normal
88.0,152.0,3.53,1536,58,steel,senior,night,40.3,normal
91.4,233.7,5.15,1578,88,steel,expert,afternoon,63.5,normal
89.9,178.3,5.7,1481,129,plastic,senior,morning,51.0,normal
82.0,223.2,4.2,1608,89,aluminum,senior,afternoon,65.4,normal
65.6,180.5,4.91,1491,267,steel,senior,morning,32.8,normal
71.6,187.5,2.93,1500,239,plastic,senior,morning,58.7,defective
64.4,184.6,2.23,1462,265,steel,senior,morning,38.8,defective
82.3,175.2,8.01,1483,220,steel,senior,night,41.2,defective
96.3,226.5,4.75,1530,119,plastic,junior,night,31.2,normal
77.6,218.6,6.1,1495,257,steel,senior,afternoon,27.7,defective
81.0,219.3,5.88,1418,15,steel,senior,night,72.9,normal
79.1,193.0,3.09,1477,163,composite,junior,night,76.8,normal
87.5,196.0,2.39,1467,122,composite,junior,night,43.6,normal
86.7,215.3,3.77,1483,176,aluminum,expert,morning,65.8,normal
80.8,179.8,5.44,1311,291,plastic,junior,morning,68.2,defective
75.3,189.3,3.35,1572,213,composite,senior,morning,28.5,normal
91.3,231.7,4.06,1481,104,composite,senior,morning,76.3,normal
96.0,215.7,0.98,1532,100,steel,senior,morning,68.5,normal
93.0,238.7,4.92,1549,94,composite,junior,night,67.4,normal
