age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
38,blue-collar,single,secondary,622,no,no,unknown,109,43,372,6,unknown,no
54,retired,married,primary,-633,no,yes,unknown,105,34,166,15,unknown,no
22,housemaid,single,primary,-785,yes,no,cellular,351,31,375,4,unknown,no
87,student,married,primary,2208,yes,no,cellular,8,7,61,4,unknown,no
49,retired,married,tertiary,1564,yes,no,cellular,57,32,254,15,unknown,no
84,retired,married,secondary,-3761,no,no,cellular,380,49,374,14,unknown,no
27,management,divorced,tertiary,-1272,no,yes,cellular,255,43,354,12,unknown,no
86,management,married,tertiary,4007,no,yes,cellular,0,24,181,9,unknown,no
79,blue-collar,single,secondary,-871,yes,no,cellular,135,30,232,16,success,yes
54,student,married,secondary,4168,yes,no,unknown,50,42,333,7,failure,no
64,student,single,secondary,1410,yes,no,cellular,800,26,129,13,unknown,yes
66,technician,married,secondary,-57,yes,no,unknown,739,33,248,10,unknown,no
41,housemaid,single,primary,185,no,no,unknown,471,26,2,13,failure,no
43,unemployed,married,primary,3143,yes,no,telephone,1,19,321,9,unknown,no
72,entrepreneur,married,tertiary,-1427,no,no,cellular,423,1,300,14,unknown,no
24,entrepreneur,married,tertiary,-2632,no,no,unknown,71,20,397,13,unknown,no
58,blue-collar,married,secondary,-781,yes,yes,cellular,184,38,210,8,failure,no
19,student,single,secondary,-2387,no,yes,cellular,107,48,236,17,unknown,no
47,blue-collar,married,secondary,-1816,no,no,cellular,78,12,262,11,unknown,no
37,student,married,tertiary,-1866,no,yes,cellular,60,43,2,15,unknown,no
73,entrepreneur,married,secondary,1815,yes,no,cellular,100,22,384,4,unknown,no
91,admin,single,tertiary,-4515,no,yes,unknown,63,7,60,13,unknown,no
41,technician,married,tertiary,1698,yes,no,cellular,468,22,396,3,failure,yes
29,technician,married,secondary,1039,no,no,cellular,103,27,60,6,unknown,no
32,admin,single,tertiary,3547,no,no,cellular,520,14,9,2,other,yes
90,retired,single,primary,2320,yes,yes,unknown,83,13,226,3,unknown,no
65,housemaid,single,secondary,2207,yes,no,cellular,54,20,268,3,unknown,no
78,management,married,secondary,-1619,yes,no,unknown,298,8,225,5,unknown,no
88,technician,married,secondary,132,yes,no,cellular,132,46,244,5,unknown,no
45,technician,divorced,secondary,-3197,no,no,telephone,31,18,18,16,unknown,no
20,student,single,tertiary,4914,no,no,cellular,473,4,211,1,unknown,yes
33,management,single,secondary,5446,yes,no,cellular,589,23,61,0,unknown,yes
53,retired,married,primary,2760,no,no,unknown,209,23,194,4,unknown,no
21,technician,divorced,tertiary,-2287,yes,no,unknown,642,4,82,1,unknown,no
26,management,divorced,tertiary,3304,yes,no,telephone,201,41,30,14,unknown,no
29,entrepreneur,single,secondary,-19,no,no,cellular,175,2,41,16,unknown,no
91,unemployed,married,secondary,-3636,yes,no,cellular,314,46,218,14,unknown,no
61,unemployed,married,secondary,260,no,no,cellular,12,44,266,19,unknown,no
83,admin,married,primary,4465,no,no,cellular,105,22,238,15,unknown,no
36,student,single,secondary,731,yes,no,cellular,101,44,295,7,unknown,no
30,housemaid,married,tertiary,1709,no,no,cellular,174,1,330,6,unknown,no
72,retired,single,secondary,-2231,no,no,unknown,76,10,353,0,unknown,no
82,student,married,tertiary,655,yes,no,cellular,108,34,369,2,unknown,no
87,technician,married,tertiary,574,yes,no,cellular,340,31,200,5,success,yes
20,management,married,tertiary,-1701,yes,no,cellular,531,14,342,5,unknown,no
42,management,single,tertiary,1927,no,yes,cellular,119,48,391,1,unknown,no
69,retired,divorced,primary,565,yes,no,cellular,219,19,332,7,unknown,no
33,student,married,secondary,3019,yes,no,cellular,142,46,161,18,failure,no
60,management,married,secondary,-196,no,no,unknown,363,29,250,19,other,no
73,management,married,primary,1810,no,no,unknown,54,46,208,0,unknown,no
85,housemaid,married,secondary,-841,no,yes,cellular,358,36,175,15,unknown,no
25,admin,married,secondary,-3428,yes,yes,cellular,130,30,107,2,unknown,no
61,student,married,secondary,4591,yes,no,cellular,109,11,101,10,unknown,no
55,student,divorced,tertiary,-47,no,no,unknown,546,30,398,15,unknown,no
40,retired,married,secondary,-1379,yes,no,cellular,65,22,286,4,unknown,no
23,blue-collar,single,secondary,2942,yes,yes,cellular,15,2,46,15,unknown,no
60,blue-collar,married,tertiary,1408,yes,no,cellular,200,39,47,13,unknown,no
61,retired,married,secondary,-2607,yes,no,cellular,54,25,386,13,success,yes
40,unemployed,single,tertiary,734,no,no,cellular,184,45,300,9,unknown,no
33,management,married,tertiary,-3623,yes,no,telephone,10,8,177,16,unknown,no
93,student,married,secondary,-639,no,yes,unknown,148,32,290,16,failure,no
26,blue-collar,married,secondary,5446,yes,no,cellular,48,44,35,7,unknown,no
26,retired,single,tertiary,-1812,yes,no,unknown,14,7,217,14,success,yes
75,retired,married,tertiary,-766,no,no,unknown,10,22,126,1,unknown,no
82,retired,married,tertiary,1994,yes,yes,cellular,568,29,51,10,failure,yes
76,retired,single,secondary,-1845,yes,no,unknown,55,2,279,6,unknown,no
40,housemaid,married,tertiary,-781,yes,no,cellular,156,38,261,10,unknown,no
86,management,married,primary,4495,yes,no,cellular,119,43,326,13,failure,no
36,housemaid,married,tertiary,-1398,no,yes,cellular,81,49,307,16,unknown,no
52,retired,single,secondary,628,yes,no,unknown,140,15,27,6,unknown,no
72,unemployed,divorced,tertiary,-753,no,no,cellular,147,20,44,1,unknown,no
57,management,divorced,primary,-155,no,no,cellular,326,26,77,6,unknown,no
31,management,single,primary,1813,no,no,cellular,87,11,38,17,failure,no
30,entrepreneur,married,primary,1417,no,no,unknown,78,23,138,19,unknown,no
70,student,married,secondary,-409,no,no,cellular,204,41,203,0,unknown,no
56,management,divorced,primary,1041,no,yes,cellular,83,49,369,2,failure,no
82,blue-collar,single,secondary,4181,yes,no,cellular,128,42,248,5,other,no
73,unemployed,divorced,secondary,1116,yes,no,cellular,34,4,177,18,unknown,no
57,management,single,secondary,1364,no,yes,cellular,60,4,161,2,unknown,no
63,student,married,secondary,-798,yes,no,unknown,40,48,290,15,unknown,no
94,student,married,tertiary,2962,no,no,cellular,330,1,115,12,unknown,yes
24,technician,married,secondary,-1619,no,no,cellular,287,23,244,13,unknown,no
62,housemaid,married,secondary,5409,yes,no,cellular,89,24,278,9,unknown,no
39,student,married,secondary,1070,yes,no,unknown,104,27,128,12,unknown,no
24,entrepreneur,married,tertiary,490,no,no,unknown,95,7,159,5,unknown,no
69,unemployed,married,tertiary,4972,yes,no,cellular,38,34,97,12,unknown,no
85,technician,married,secondary,3533,no,no,cellular,275,4,181,17,unknown,no
87,unemployed,married,tertiary,5628,yes,no,unknown,317,2,113,17,unknown,yes
84,blue-collar,single,primary,4123,no,no,unknown,169,23,333,3,unknown,no
20,housemaid,married,secondary,-401,yes,no,cellular,243,48,196,16,failure,no
75,admin,single,secondary,-87,yes,no,cellular,190,36,215,5,unknown,no
84,technician,married,tertiary,2113,yes,no,cellular,19,22,331,15,unknown,no
71,housemaid,single,secondary,425,yes,no,unknown,144,10,321,11,other,no
26,housemaid,married,secondary,4309,no,no,cellular,76,42,382,9,unknown,no
71,student,married,tertiary,-1417,yes,yes,unknown,44,35,140,12,unknown,no
68,retired,divorced,secondary,1008,no,no,cellular,196,41,222,15,unknown,no
33,entrepreneur,married,tertiary,292,yes,no,cellular,395,27,45,19,unknown,no
29,technician,divorced,tertiary,229,yes,no,cellular,1588,24,375,0,unknown,no
37,blue-collar,married,secondary,1334,yes,no,cellular,154,7,32,6,other,no
70,admin,married,secondary,170,yes,no,telephone,200,21,40,3,unknown,no
48,blue-collar,married,secondary,216,no,no,unknown,189,8,215,11,failure,no
38,unemployed,married,primary,-1914,yes,no,unknown,213,36,-1,8,unknown,no
20,management,married,secondary,1253,yes,no,cellular,50,5,264,19,unknown,no
38,management,single,tertiary,-734,yes,no,cellular,31,16,186,10,failure,no
45,retired,divorced,secondary,-814,no,no,cellular,94,18,120,0,unknown,no
22,entrepreneur,single,secondary,1078,no,no,cellular,112,38,87,9,unknown,no
88,admin,single,tertiary,2192,no,yes,cellular,259,23,25,14,unknown,no
86,technician,married,secondary,6581,yes,no,unknown,175,44,38,19,unknown,no
90,student,married,secondary,-541,yes,no,unknown,144,37,309,1,unknown,no
64,technician,single,primary,3574,yes,no,cellular,124,21,372,17,unknown,no
37,unemployed,married,secondary,589,yes,no,unknown,45,45,149,11,unknown,no
55,blue-collar,single,tertiary,5864,yes,no,cellular,83,22,352,14,unknown,no
54,management,married,secondary,7304,yes,no,unknown,20,13,224,17,unknown,no
75,blue-collar,married,tertiary,-1521,yes,yes,cellular,12,36,398,0,unknown,no
34,technician,married,secondary,1835,yes,no,cellular,2,11,354,14,unknown,no
59,housemaid,married,tertiary,2461,yes,yes,cellular,16,6,344,12,unknown,no
49,housemaid,married,secondary,5607,yes,no,unknown,162,9,98,8,unknown,no
79,technician,married,secondary,-1377,yes,yes,cellular,640,20,24,15,unknown,no
38,student,married,secondary,4466,no,no,cellular,5,39,109,16,unknown,no
50,admin,married,secondary,1545,no,no,cellular,275,24,100,17,failure,no
84,student,married,tertiary,-4119,no,no,unknown,197,12,368,11,unknown,no
23,entrepreneur,married,tertiary,1177,no,no,cellular,352,42,122,0,unknown,yes
83,management,single,tertiary,3457,no,no,cellular,523,35,265,12,unknown,yes
49,technician,single,primary,5528,yes,no,cellular,301,39,207,7,unknown,yes
81,retired,single,tertiary,1907,yes,no,cellular,287,25,108,11,unknown,no
43,technician,married,tertiary,1221,yes,no,cellular,16,27,305,16,unknown,no
79,management,married,tertiary,-3987,yes,no,cellular,80,42,28,8,other,no
22,unemployed,single,secondary,2429,yes,no,cellular,172,1,313,13,unknown,no
28,retired,married,tertiary,-515,yes,no,unknown,3,12,259,15,failure,no
91,unemployed,married,secondary,549,yes,no,cellular,115,1,67,17,unknown,no
66,housemaid,married,tertiary,4086,yes,no,cellular,1,13,78,18,failure,no
79,blue-collar,single,tertiary,3037,yes,no,telephone,243,39,254,9,unknown,no
77,technician,married,tertiary,2845,yes,no,cellular,55,40,131,3,unknown,no
94,management,married,tertiary,-1256,no,no,unknown,253,6,12,2,unknown,no
19,blue-collar,single,secondary,-2828,yes,no,cellular,117,29,177,1,unknown,no
76,retired,married,tertiary,-692,yes,no,unknown,20,47,52,4,unknown,no
93,entrepreneur,single,secondary,-2356,no,no,cellular,453,4,55,17,unknown,no
42,admin,married,secondary,4689,no,no,unknown,215,23,325,13,unknown,no
85,retired,single,secondary,1978,no,no,cellular,231,44,324,1,unknown,no
59,technician,divorced,tertiary,6990,yes,no,unknown,47,8,54,1,unknown,no
93,admin,married,tertiary,2758,yes,yes,cellular,24,37,288,13,failure,no
88,entrepreneur,married,tertiary,5701,yes,no,telephone,556,2,68,0,unknown,yes
72,retired,married,secondary,2713,no,no,cellular,76,4,239,13,unknown,no
55,entrepreneur,divorced,secondary,4753,yes,no,cellular,48,23,57,10,failure,no
60,student,married,secondary,1462,no,no,cellular,379,21,291,14,unknown,yes
87,retired,divorced,tertiary,5197,no,no,cellular,112,26,268,7,unknown,no
70,unemployed,single,secondary,4031,no,no,cellular,191,40,347,9,failure,no
38,retired,married,tertiary,-2749,yes,no,cellular,55,30,134,2,unknown,no
37,student,single,tertiary,4120,no,no,unknown,625,33,56,17,unknown,yes
36,blue-collar,married,secondary,3469,no,no,cellular,115,22,136,0,unknown,no
50,housemaid,single,tertiary,-4384,yes,no,cellular,99,12,281,7,unknown,no
80,management,married,secondary,1020,yes,no,cellular,12,6,352,2,unknown,no
85,blue-collar,married,secondary,4594,yes,no,cellular,221,20,310,0,other,no
77,student,single,secondary,-5116,no,no,cellular,140,7,22,6,unknown,no
36,housemaid,single,tertiary,3449,yes,no,unknown,609,30,356,10,unknown,yes
45,unemployed,divorced,secondary,2539,no,no,unknown,24,43,183,3,other,no
39,technician,married,secondary,1576,no,yes,cellular,89,41,153,17,unknown,no
68,unemployed,divorced,tertiary,10948,no,yes,cellular,52,8,115,10,failure,no
80,technician,married,secondary,3594,no,no,unknown,198,17,74,0,failure,no
79,management,married,tertiary,-185,yes,no,unknown,13,43,76,10,unknown,no
46,unemployed,single,tertiary,548,no,no,cellular,883,28,51,8,unknown,no
91,management,single,secondary,4140,no,no,unknown,225,32,188,1,unknown,no
49,technician,married,secondary,3252,no,no,cellular,86,48,271,8,unknown,no
90,housemaid,divorced,primary,639,no,no,cellular,82,9,348,19,unknown,no
42,management,married,tertiary,4447,yes,no,cellular,117,44,147,13,failure,no
33,housemaid,married,secondary,-1706,yes,no,cellular,215,4,95,14,unknown,no
32,blue-collar,married,tertiary,4107,yes,no,cellular,161,3,251,8,unknown,no
76,housemaid,married,tertiary,45,yes,yes,cellular,119,44,72,14,failure,no
65,management,single,secondary,3397,yes,no,unknown,39,36,131,9,unknown,no
35,retired,single,tertiary,6872,no,no,cellular,34,48,305,1,unknown,no
40,housemaid,divorced,primary,-4163,yes,no,cellular,445,7,297,14,unknown,no
72,housemaid,single,secondary,359,yes,no,cellular,144,10,110,0,unknown,no
59,retired,married,secondary,-5143,yes,no,cellular,156,33,137,11,unknown,no
20,student,single,tertiary,3333,yes,no,unknown,102,14,387,19,unknown,no
88,student,married,tertiary,4921,yes,no,cellular,221,18,55,3,unknown,no
69,housemaid,married,secondary,-574,no,no,cellular,291,33,202,12,unknown,no
28,management,married,secondary,2749,yes,no,cellular,95,26,321,9,unknown,no
72,entrepreneur,married,tertiary,2411,yes,no,cellular,9,39,219,13,unknown,no
42,management,single,secondary,2480,no,no,cellular,52,17,189,9,unknown,no
93,management,married,tertiary,3388,no,no,unknown,310,43,139,10,unknown,yes
58,housemaid,married,secondary,3085,yes,no,cellular,147,28,39,14,unknown,no
54,retired,married,secondary,60,no,no,unknown,383,2,300,0,unknown,no
72,management,single,tertiary,338,no,yes,unknown,86,40,247,2,failure,no
26,technician,married,secondary,-3060,yes,no,unknown,68,37,225,6,unknown,no
53,blue-collar,married,secondary,-4983,yes,no,cellular,0,32,35,13,unknown,no
74,retired,married,secondary,1316,yes,no,unknown,35,27,309,16,failure,no
80,blue-collar,married,secondary,6562,no,no,cellular,73,31,38,7,unknown,no
37,retired,divorced,tertiary,-1511,no,no,cellular,14,4,389,8,unknown,no
64,housemaid,married,tertiary,-342,no,yes,unknown,167,35,320,19,unknown,no
37,admin,single,secondary,1610,no,no,cellular,823,32,11,4,unknown,yes
23,retired,married,secondary,401,yes,no,cellular,10,11,253,19,unknown,no
90,entrepreneur,married,tertiary,1330,yes,no,unknown,89,23,-1,4,unknown,no
46,student,single,tertiary,2479,no,no,cellular,91,47,83,1,unknown,no
94,entrepreneur,single,primary,2045,yes,no,telephone,13,23,163,17,unknown,no
66,housemaid,married,tertiary,-1459,yes,no,cellular,36,39,165,0,unknown,no
23,unemployed,single,secondary,-1755,yes,no,unknown,108,35,258,3,unknown,no
56,student,single,tertiary,2063,no,no,cellular,560,17,177,9,unknown,yes
49,housemaid,married,secondary,-2657,no,no,unknown,151,49,172,9,failure,no
66,blue-collar,married,tertiary,4682,yes,no,telephone,18,20,147,14,failure,no
60,management,married,secondary,2286,yes,yes,unknown,243,43,237,17,unknown,no
45,technician,single,primary,4815,yes,no,cellular,350,32,173,13,unknown,yes
62,blue-collar,married,primary,2951,no,no,cellular,297,38,327,6,success,yes
82,unemployed,married,secondary,1201,no,yes,cellular,307,46,138,11,success,yes
67,management,married,secondary,4462,yes,no,unknown,300,5,363,7,unknown,no
71,retired,married,secondary,1354,yes,no,unknown,45,15,384,9,failure,no
68,student,married,tertiary,196,no,no,cellular,162,32,29,0,unknown,no
60,unemployed,single,tertiary,-3542,yes,no,unknown,31,34,59,2,unknown,no
81,student,divorced,tertiary,974,yes,no,telephone,71,26,179,5,other,no
47,housemaid,single,tertiary,-992,no,yes,unknown,97,15,19,13,other,no
59,management,single,secondary,-814,yes,no,cellular,101,9,109,15,other,no
55,entrepreneur,married,tertiary,-84,yes,no,cellular,103,5,285,12,unknown,no
83,admin,single,tertiary,2982,yes,no,cellular,275,34,300,5,unknown,no
86,entrepreneur,married,secondary,-1673,yes,no,unknown,174,33,203,6,unknown,no
32,admin,single,secondary,-2516,yes,no,telephone,184,21,267,19,unknown,no
78,management,single,secondary,-3972,yes,yes,unknown,263,3,371,1,unknown,no
23,student,single,tertiary,2705,yes,yes,telephone,41,30,294,16,unknown,no
41,unemployed,married,secondary,3463,no,no,cellular,112,5,65,3,unknown,no
31,housemaid,single,secondary,-203,yes,no,cellular,347,24,214,19,unknown,no
29,admin,divorced,secondary,-15,yes,no,unknown,220,16,377,16,unknown,no
72,student,married,secondary,4036,no,no,cellular,381,6,175,7,unknown,yes
85,entrepreneur,single,tertiary,970,no,no,unknown,108,40,268,1,unknown,no
61,admin,single,tertiary,2545,yes,no,cellular,261,35,317,3,unknown,no
68,housemaid,married,secondary,2118,yes,no,cellular,55,26,17,8,unknown,no
55,unemployed,married,secondary,-1584,no,no,cellular,364,44,146,6,unknown,no
58,retired,married,primary,2695,no,yes,cellular,63,1,154,17,unknown,no
61,retired,divorced,secondary,1920,yes,no,unknown,74,20,394,13,unknown,no
92,student,single,primary,-297,yes,no,cellular,227,46,29,0,unknown,no
33,admin,married,tertiary,396,yes,no,cellular,247,11,128,9,unknown,no
67,management,married,secondary,-2715,no,no,unknown,9,20,135,6,unknown,no
55,housemaid,married,primary,3825,no,no,unknown,29,39,62,17,unknown,no
22,housemaid,divorced,secondary,1992,yes,no,unknown,51,4,149,18,unknown,no
26,student,divorced,secondary,1812,yes,no,cellular,1605,38,147,12,unknown,yes
94,blue-collar,married,secondary,1667,yes,yes,cellular,311,46,333,14,failure,yes
56,management,married,tertiary,2588,yes,no,cellular,225,42,141,19,unknown,no
44,student,married,secondary,-3094,yes,no,cellular,595,30,335,6,unknown,no
49,entrepreneur,married,tertiary,9689,yes,yes,cellular,209,36,146,1,unknown,no
81,blue-collar,married,tertiary,3580,no,no,unknown,211,45,294,19,unknown,no
50,admin,married,tertiary,2513,yes,no,unknown,411,22,379,19,unknown,yes
35,management,single,secondary,6986,yes,no,unknown,64,40,92,19,unknown,no
93,management,married,secondary,2478,no,no,cellular,0,18,293,6,unknown,no
