word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_free,word_freq_money,capital_run_longest,capital_run_total,is_spam
0.081,0.117,0.086,0.022,0.551,0.177,0.024,0.214,0.13,11,140,spam
0.06,0.007,0.265,0.067,0.341,0.055,0.001,0.187,0.027,11,64,spam
0.034,0.197,0.564,0.051,0.021,0.26,0.01,0.202,0.04,3,73,spam
0.035,0.15,0.02,0.071,0.07,0.569,0.05,0.422,0.203,6,18,spam
0.048,0.028,0.073,0.086,0.588,0.152,0.108,0.07,0.128,1,56,spam
0.181,0.146,0.124,0.128,0.039,0.11,0.05,0.276,0.125,4,65,spam
0.342,0.001,0.138,0.028,0.051,0.05,0.055,0.182,0.031,3,12,spam
0.058,0.024,0.156,0.209,0.236,0.007,0.005,0.016,0.157,5,23,ham
0.05,0.007,0.072,0.012,0.096,0.085,0.055,0.107,0.044,3,63,spam
0.187,0.152,0.22,0.063,0.075,0.045,0.03,0.364,0.051,3,226,spam
0.056,0.141,0.207,0.038,0.257,0.043,0.053,0.076,0.034,2,41,ham
0.08,0.168,0.172,0.085,0.14,0.116,0.02,0.132,0.013,0,148,ham
0.026,0.0,0.024,0.032,0.045,0.062,0.044,0.134,0.055,12,142,spam
0.136,0.07,0.13,0.077,0.23,0.139,0.028,0.192,0.002,0,359,ham
0.076,0.122,0.088,0.133,0.147,0.051,0.041,0.431,0.061,2,188,spam
0.166,0.017,0.135,0.066,0.398,0.016,0.008,0.038,0.129,3,498,ham
0.152,0.105,0.51,0.075,0.033,0.062,0.025,0.14,0.324,2,198,spam
0.024,0.009,0.131,0.003,0.291,0.302,0.023,0.11,0.008,4,5,ham
0.126,0.02,0.003,0.011,0.172,0.162,0.067,0.07,0.033,3,96,spam
0.161,0.065,0.116,0.183,0.156,0.023,0.061,0.504,0.068,1,240,spam
0.042,0.106,0.344,0.059,0.079,0.05,0.12,0.002,0.019,0,129,spam
0.019,0.016,0.303,0.041,0.009,0.263,0.05,0.026,0.012,1,109,ham
0.0,0.02,0.144,0.023,0.565,0.013,0.019,0.264,0.06,3,223,spam
0.06,0.023,0.057,0.002,0.119,0.029,0.076,0.061,0.087,9,67,ham
0.043,0.027,0.125,0.023,0.343,0.03,0.034,0.257,0.172,1,479,spam
0.081,0.026,0.166,0.035,0.885,0.085,0.011,0.357,0.612,6,107,spam
0.021,0.05,1.792,0.012,0.25,0.053,0.069,0.059,0.149,8,200,ham
0.196,0.106,0.207,0.01,0.152,0.008,0.007,0.043,0.025,2,807,ham
0.03,0.058,0.237,0.036,0.094,0.099,0.01,0.031,0.138,6,308,ham
0.026,0.15,0.135,0.044,0.816,0.01,0.071,0.045,0.077,6,152,ham
0.066,0.127,0.088,0.014,0.344,0.093,0.074,0.062,0.06,6,392,spam
0.069,0.014,0.335,0.044,0.328,0.071,0.078,0.406,0.274,11,164,spam
0.024,0.005,0.137,0.115,0.167,0.068,0.017,0.294,0.121,3,117,spam
0.032,0.21,1.048,0.032,0.559,0.007,0.101,0.0,0.114,1,413,ham
0.019,0.008,0.122,0.097,0.375,0.102,0.064,0.414,0.001,4,6,spam
0.127,0.016,0.014,0.131,0.1,0.056,0.09,0.016,0.2,0,105,spam
0.147,0.002,0.23,0.005,0.275,0.053,0.062,0.213,0.158,2,84,spam
0.062,0.099,0.01,0.005,0.169,0.091,0.043,0.033,0.036,11,250,ham
0.125,0.087,0.058,0.032,0.002,0.093,0.006,0.013,0.035,4,3,ham
0.133,0.434,0.087,0.044,0.494,0.002,0.062,0.285,0.005,3,216,spam
0.015,0.218,0.269,0.028,0.039,0.013,0.059,0.126,0.005,2,85,ham
0.339,0.053,0.136,0.02,0.214,0.027,0.019,0.183,0.11,1,21,spam
0.172,0.046,0.006,0.051,0.123,0.113,0.067,0.111,0.021,1,786,spam
0.023,0.035,0.192,0.0,0.126,0.086,0.04,0.014,0.257,9,48,spam
0.021,0.017,0.106,0.172,0.195,0.142,0.041,0.269,0.185,21,86,spam
0.013,0.015,0.51,0.013,1.745,0.135,0.023,0.343,0.043,4,46,spam
0.015,0.014,0.138,0.125,0.157,0.192,0.006,0.008,0.048,0,217,ham
0.138,0.012,0.247,0.006,0.06,0.047,0.012,0.094,0.04,7,305,ham
0.063,0.028,0.049,0.014,0.285,0.042,0.073,0.163,0.01,10,394,ham
0.153,0.037,0.286,0.013,0.081,0.178,0.016,0.186,0.003,13,75,ham
0.137,0.326,0.255,0.278,0.033,0.027,0.0,0.173,0.06,5,149,ham
0.093,0.086,0.469,0.0,0.015,0.062,0.291,0.236,0.287,4,218,spam
0.116,0.439,0.007,0.051,0.007,0.022,0.012,0.681,0.249,5,199,spam
0.002,0.047,0.119,0.102,0.169,0.245,0.053,0.099,0.166,0,252,spam
0.037,0.061,0.227,0.056,0.167,0.052,0.131,0.163,0.099,5,294,spam
0.102,0.039,0.02,0.023,0.062,0.024,0.046,0.24,0.194,6,21,spam
0.001,0.02,0.106,0.159,0.46,0.118,0.08,0.18,0.072,6,37,spam
0.003,0.015,0.57,0.112,0.042,0.028,0.187,0.098,0.02,4,265,spam
0.191,0.29,0.115,0.028,0.741,0.287,0.098,0.196,0.115,6,130,spam
0.115,0.433,0.845,0.043,0.266,0.046,0.041,0.21,0.253,5,111,spam
0.031,0.005,0.012,0.171,0.008,0.109,0.023,0.176,0.002,1,122,spam
0.116,0.016,0.253,0.202,0.989,0.042,0.033,0.046,0.029,11,93,ham
0.157,0.055,0.174,0.03,0.11,0.165,0.092,0.141,0.031,5,179,spam
0.037,0.021,0.139,0.094,0.179,0.227,0.096,0.431,0.01,7,78,spam
0.004,0.045,0.707,0.018,0.1,0.155,0.093,0.406,0.026,2,203,spam
0.27,0.014,0.028,0.023,0.391,0.189,0.045,0.278,0.048,13,45,spam
0.042,0.061,0.453,0.009,0.199,0.011,0.032,0.239,0.281,3,284,spam
0.011,0.032,0.235,0.012,0.043,0.258,0.019,0.033,0.197,6,304,ham
0.068,0.043,0.06,0.053,0.033,0.098,0.0,0.123,0.292,15,173,spam
0.146,0.01,0.464,0.036,0.388,0.203,0.072,0.024,0.013,12,92,ham
0.025,0.056,0.112,0.013,0.081,0.115,0.016,0.34,0.003,5,3,spam
0.031,0.409,0.337,0.026,0.044,0.023,0.02,0.069,0.012,1,26,ham
0.028,0.04,0.098,0.023,0.208,0.094,0.093,0.291,0.246,15,17,spam
0.479,0.209,0.381,0.219,0.487,0.01,0.003,0.337,0.017,21,2,spam
0.022,0.185,0.202,0.096,0.098,0.119,0.131,0.446,0.085,1,256,spam
0.086,0.304,0.03,0.025,0.097,0.053,0.0,0.28,0.026,3,625,ham
0.259,0.156,0.21,0.123,0.539,0.016,0.14,0.166,0.002,4,2,spam
0.016,0.108,0.042,0.021,0.048,0.387,0.03,0.182,0.009,0,24,spam
0.354,0.194,0.106,0.055,0.288,0.231,0.005,0.077,0.124,1,394,ham
0.295,0.008,0.037,0.17,0.93,0.224,0.056,0.039,0.02,4,233,ham
0.216,0.062,0.004,0.025,0.552,0.156,0.113,0.028,0.026,16,104,ham
0.024,0.453,0.048,0.057,0.019,0.118,0.029,0.04,0.047,0,987,ham
0.101,0.147,0.154,0.018,0.116,0.106,0.059,0.543,0.107,12,170,spam
0.143,0.327,0.131,0.015,0.046,0.011,0.194,0.036,0.063,11,221,spam
0.427,0.151,0.139,0.043,0.894,0.231,0.014,0.257,0.289,10,212,spam
0.02,0.208,0.057,0.194,1.279,0.213,0.086,0.041,0.057,2,50,ham
0.145,0.123,0.231,0.03,0.08,0.138,0.017,0.74,0.022,3,134,spam
0.041,0.143,0.244,0.139,0.332,0.262,0.028,0.091,0.077,3,49,ham
0.019,0.074,0.089,0.123,0.553,0.081,0.017,0.106,0.06,15,142,spam
0.055,0.258,0.426,0.015,0.08,0.059,0.03,0.104,0.155,4,6,spam
0.158,0.174,0.207,0.026,0.062,0.344,0.0,0.339,0.274,0,96,spam
0.063,0.186,0.25,0.052,0.003,0.062,0.018,0.049,0.181,2,93,spam
0.077,0.112,0.065,0.036,0.159,0.103,0.029,0.356,0.049,3,69,spam
0.533,0.036,0.0,0.005,0.689,0.047,0.05,0.214,0.024,15,17,spam
0.051,0.004,0.401,0.253,0.7,0.101,0.051,0.05,0.246,4,295,spam
0.096,0.274,0.346,0.07,0.041,0.127,0.044,0.014,0.049,6,109,ham
0.045,0.088,0.026,0.029,0.069,0.098,0.017,0.298,0.147,0,336,spam
0.05,0.035,0.094,0.048,0.157,0.072,0.147,0.049,0.456,10,361,spam
0.119,0.016,0.217,0.005,0.455,0.036,0.025,0.44,0.086,4,48,spam
0.278,0.177,0.211,0.034,0.284,0.103,0.012,0.028,0.065,13,109,ham
0.078,0.181,0.394,0.134,0.216,0.239,0.04,0.192,0.12,3,255,spam
0.146,0.168,0.03,0.113,0.269,0.001,0.069,0.236,0.022,6,138,ham
0.009,0.104,0.112,0.021,0.03,0.014,0.001,0.214,0.067,3,386,ham
0.024,0.046,0.02,0.038,0.195,0.013,0.016,0.076,0.037,1,170,ham
0.07,0.036,0.099,0.06,1.451,0.257,0.087,0.417,0.018,2,199,spam
0.002,0.001,0.003,0.021,0.028,0.109,0.035,0.294,0.094,0,309,spam
0.029,0.179,0.457,0.003,0.22,0.303,0.026,0.143,0.086,3,26,ham
0.073,0.009,0.15,0.035,0.105,0.087,0.134,0.185,0.143,5,176,spam
0.002,0.1,0.379,0.046,0.233,0.062,0.005,0.167,0.206,1,18,spam
0.031,0.07,0.012,0.0,0.256,0.157,0.048,0.586,0.025,3,60,spam
0.072,0.075,0.052,0.005,0.258,0.018,0.021,0.453,0.151,3,48,spam
0.085,0.261,0.06,0.012,0.574,0.048,0.004,0.054,0.046,4,167,ham
0.26,0.003,0.098,0.021,0.148,0.063,0.012,0.061,0.099,1,371,spam
0.104,0.148,0.325,0.039,0.218,0.035,0.049,0.797,0.19,4,28,spam
0.054,0.005,0.098,0.017,0.003,0.046,0.001,0.054,0.03,2,293,ham
0.266,0.004,0.046,0.016,0.468,0.008,0.045,0.614,0.092,2,31,spam
0.154,0.056,0.013,0.102,0.09,0.022,0.157,0.21,0.065,4,42,spam
0.022,0.007,0.017,0.008,0.509,0.041,0.079,0.01,0.156,1,498,ham
0.014,0.156,0.285,0.034,0.093,0.159,0.021,0.082,0.119,12,2,spam
0.113,0.075,0.118,0.153,0.003,0.02,0.007,0.129,0.147,14,44,spam
0.082,0.003,0.259,0.049,0.05,0.043,0.031,0.358,0.034,5,49,spam
0.156,0.004,0.229,0.063,1.274,0.007,0.025,0.08,0.122,2,66,spam
0.134,0.095,0.029,0.028,0.116,0.081,0.178,0.074,0.093,5,90,spam
0.098,0.164,0.031,0.001,0.035,0.094,0.23,0.506,0.061,5,22,spam
0.43,0.058,0.282,0.052,0.038,0.201,0.026,0.016,0.048,2,126,ham
0.076,0.081,0.256,0.05,0.111,0.171,0.008,0.16,0.04,2,102,ham
0.012,0.161,0.095,0.006,0.012,0.034,0.121,0.14,0.001,1,196,spam
0.176,0.094,0.016,0.031,0.215,0.015,0.079,0.012,0.019,1,404,ham
0.029,0.025,0.002,0.123,0.072,0.017,0.036,0.018,0.006,5,71,ham
0.15,0.095,0.068,0.011,0.22,0.347,0.023,0.096,0.189,11,158,ham
0.315,0.099,0.002,0.031,0.046,0.112,0.03,0.029,0.197,2,93,ham
0.119,0.132,0.052,0.031,0.169,0.004,0.116,0.13,0.187,1,8,spam
0.091,0.097,0.109,0.083,0.273,0.015,0.01,0.188,0.17,0,344,spam
0.062,0.348,0.026,0.087,0.019,0.067,0.082,0.235,0.025,3,201,spam
0.045,0.022,0.022,0.071,0.153,0.023,0.001,0.158,0.068,1,0,ham
0.044,0.302,0.454,0.023,0.108,0.163,0.127,0.095,0.238,2,57,spam
0.101,0.077,0.176,0.004,0.082,0.085,0.035,0.028,0.143,1,74,ham
0.139,0.111,0.545,0.021,0.278,0.095,0.013,0.057,0.0,5,334,ham
0.113,0.01,0.085,0.057,0.266,0.062,0.0,0.109,0.062,5,286,ham
0.022,0.048,0.226,0.061,0.299,0.03,0.041,0.516,0.001,12,101,spam
0.068,0.147,0.046,0.168,0.052,0.089,0.014,0.045,0.033,6,34,ham
0.157,0.123,0.193,0.03,0.101,0.126,0.05,0.107,0.057,1,98,ham
0.065,0.004,0.028,0.05,0.071,0.046,0.017,0.264,0.223,7,332,spam
0.077,0.079,0.0,0.039,0.233,0.07,0.005,0.244,0.106,1,120,spam
0.147,0.009,0.536,0.008,0.185,0.183,0.035,0.674,0.045,4,25,spam
0.108,0.549,0.162,0.031,0.12,0.016,0.042,0.042,0.067,0,8,ham
0.053,0.228,0.523,0.039,0.463,0.079,0.03,0.003,0.17,0,81,ham
0.226,0.002,0.081,0.151,0.03,0.043,0.031,0.078,0.036,3,32,ham
0.018,0.196,0.079,0.023,1.105,0.121,0.045,0.032,0.095,1,273,ham
0.541,0.252,0.102,0.196,0.037,0.002,0.037,0.159,0.03,2,65,ham
0.013,0.044,0.245,0.039,0.445,0.111,0.007,0.458,0.065,2,420,spam
0.002,0.127,0.167,0.014,0.138,0.011,0.011,0.233,0.002,7,192,spam
0.221,0.058,0.519,0.011,0.601,0.007,0.008,0.029,0.191,2,100,ham
0.028,0.106,0.005,0.008,0.023,0.129,0.059,0.025,0.005,3,188,ham
0.131,0.042,0.246,0.03,0.141,0.102,0.038,0.485,0.025,7,70,spam
0.167,0.039,0.08,0.001,0.123,0.225,0.028,0.134,0.041,1,30,ham
0.196,0.055,0.04,0.029,1.495,0.073,0.08,0.515,0.098,8,666,spam
0.478,0.016,0.143,0.223,1.271,0.076,0.02,0.267,0.127,9,166,spam
0.035,0.178,0.141,0.055,0.063,0.123,0.042,1.003,0.008,22,1,spam
0.124,0.043,0.029,0.071,0.298,0.039,0.004,0.41,0.004,3,74,spam
0.012,0.051,0.045,0.006,0.23,0.004,0.068,0.107,0.16,2,35,spam
0.052,0.224,0.105,0.032,0.05,0.026,0.059,0.284,0.125,6,60,spam
0.188,0.069,0.105,0.017,0.055,0.027,0.081,0.127,0.178,0,11,spam
0.046,0.079,0.076,0.112,1.36,0.041,0.108,0.053,0.113,0,56,spam
0.089,0.313,0.032,0.01,0.181,0.287,0.071,0.055,0.139,2,230,ham
0.07,0.218,0.001,0.031,0.04,0.163,0.093,0.101,0.048,7,344,spam
0.104,0.019,0.703,0.044,0.073,0.275,0.021,0.024,0.089,1,85,ham
0.361,0.064,0.575,0.036,0.094,0.658,0.021,0.039,0.164,5,148,ham
0.006,0.355,0.132,0.089,0.215,0.057,0.144,0.139,0.019,2,9,spam
0.085,0.047,1.062,0.013,0.123,0.026,0.123,0.615,0.055,5,19,spam
0.199,0.046,0.224,0.024,0.182,0.082,0.04,0.172,0.135,3,161,spam
0.066,0.022,0.014,0.079,0.055,0.213,0.023,0.105,0.076,1,367,ham
0.008,0.012,0.025,0.038,0.119,0.063,0.1,0.056,0.114,1,18,ham
0.082,0.135,0.496,0.026,0.022,0.07,0.02,0.044,0.035,1,108,ham
0.04,0.147,0.199,0.001,0.661,0.014,0.008,0.215,0.003,1,704,ham
0.017,0.347,0.371,0.07,0.066,0.055,0.051,0.377,0.003,3,268,spam
0.189,0.148,0.457,0.179,0.424,0.049,0.002,0.102,0.286,15,44,spam
0.074,0.028,0.119,0.048,0.129,0.043,0.024,0.16,0.289,5,67,spam
0.271,0.004,0.01,0.097,0.193,0.218,0.082,0.245,0.024,9,591,spam
0.164,0.423,0.042,0.036,0.103,0.006,0.017,0.012,0.016,20,50,ham
0.118,0.042,0.014,0.013,0.358,0.358,0.134,0.086,0.002,4,116,spam
0.001,0.037,0.042,0.001,0.558,0.001,0.156,0.262,0.026,1,88,spam
0.056,0.236,0.106,0.053,0.101,0.291,0.085,0.231,0.041,13,135,spam
0.022,0.088,0.025,0.034,0.083,0.079,0.22,0.011,0.028,6,54,spam
0.242,0.024,0.036,0.076,0.343,0.121,0.038,0.054,0.16,16,221,spam
0.019,0.22,0.118,0.059,0.065,0.021,0.042,0.228,0.138,5,53,spam
0.034,0.501,0.083,0.221,0.306,0.106,0.09,0.063,0.008,7,184,ham
0.073,0.009,0.126,0.036,0.03,0.214,0.034,0.337,0.12,11,89,spam
0.031,0.198,0.112,0.028,0.29,0.015,0.026,0.006,0.074,7,58,ham
0.024,0.05,0.207,0.017,0.216,0.014,0.048,0.042,0.014,4,237,ham
0.091,0.074,0.554,0.032,0.036,0.036,0.054,0.066,0.135,3,672,ham
0.009,0.246,0.023,0.103,0.314,0.018,0.069,0.519,0.009,9,407,spam
0.006,0.363,0.021,0.002,0.177,0.012,0.055,0.318,0.019,7,18,spam
0.047,0.03,0.383,0.191,0.073,0.113,0.068,0.431,0.016,2,121,spam
0.128,0.024,0.141,0.25,0.131,0.024,0.056,0.116,0.28,3,237,spam
0.081,0.008,0.291,0.046,0.203,0.11,0.033,0.346,0.12,5,165,spam
0.055,0.083,0.049,0.02,0.029,0.198,0.007,0.384,0.053,0,259,spam
0.083,0.001,0.353,0.013,0.948,0.106,0.077,0.102,0.173,1,739,spam
0.045,0.053,0.515,0.016,0.329,0.013,0.002,1.039,0.024,1,84,spam
0.275,0.008,0.202,0.003,0.032,0.085,0.245,0.381,0.268,11,295,spam
0.006,0.052,0.022,0.032,0.519,0.05,0.088,0.731,0.119,2,20,spam
0.112,0.004,0.451,0.003,0.117,0.042,0.056,0.403,0.082,4,408,spam
0.222,0.18,0.315,0.063,0.272,0.038,0.17,0.299,0.158,9,301,spam
0.163,0.024,0.278,0.023,0.097,0.265,0.047,0.576,0.104,2,147,spam
0.02,0.04,0.007,0.011,0.397,0.136,0.003,0.109,0.218,1,344,spam
0.035,0.204,0.321,0.039,0.385,0.014,0.041,0.306,0.177,15,220,spam
0.126,0.137,0.03,0.182,0.241,0.065,0.016,0.048,0.022,6,161,ham
0.009,0.025,0.05,0.059,0.083,0.038,0.023,0.264,0.027,1,584,spam
0.167,0.007,0.172,0.034,0.088,0.381,0.031,0.308,0.007,9,28,spam
0.127,0.126,0.062,0.075,0.145,0.382,0.074,0.252,0.025,8,991,spam
0.131,0.05,0.217,0.067,0.047,0.038,0.035,0.379,0.042,9,34,spam
0.011,0.145,0.187,0.111,0.124,0.043,0.032,0.107,0.003,2,131,ham
0.126,0.059,0.023,0.011,0.346,0.091,0.018,0.157,0.038,3,53,ham
0.114,0.042,0.213,0.098,0.533,0.065,0.039,0.002,0.148,6,63,ham
0.178,0.06,0.515,0.018,0.121,0.024,0.014,0.032,0.183,2,200,ham
0.004,0.138,0.035,0.142,0.08,0.108,0.015,0.207,0.001,0,7,spam
0.002,0.233,0.182,0.016,0.536,0.041,0.071,0.165,0.001,1,565,spam
0.047,0.005,0.084,0.131,0.664,0.106,0.021,0.044,0.016,5,66,ham
0.016,0.074,0.123,0.166,0.158,0.048,0.003,0.056,0.206,2,64,ham
0.082,0.003,0.068,0.008,0.008,0.12,0.021,0.084,0.063,0,398,ham
0.249,0.063,0.087,0.183,0.356,0.11,0.051,0.252,0.407,7,289,spam
0.05,0.217,0.006,0.004,0.46,0.071,0.084,0.188,0.218,3,223,spam
0.186,0.045,0.799,0.012,0.005,0.122,0.163,0.014,0.221,2,32,spam
0.0,0.269,0.196,0.029,0.271,0.062,0.069,0.285,0.014,6,294,spam
0.018,0.1,0.139,0.253,0.266,0.012,0.028,0.061,0.064,3,89,ham
0.003,0.272,0.097,0.034,0.143,0.02,0.018,0.223,0.505,6,1020,spam
0.04,0.142,0.155,0.04,0.416,0.028,0.007,0.026,0.016,0,222,ham
0.239,0.011,0.096,0.059,0.168,0.007,0.049,1.235,0.085,0,361,spam
0.01,0.026,0.089,0.173,0.339,0.124,0.036,0.017,0.042,4,265,ham
0.093,0.05,0.125,0.076,0.218,0.046,0.057,0.271,0.049,20,180,spam
0.06,0.019,0.065,0.013,0.086,0.01,0.014,0.156,0.221,2,252,spam
0.279,0.068,0.04,0.018,0.28,0.171,0.02,0.018,0.089,6,182,ham
0.013,0.064,0.163,0.005,0.401,0.115,0.017,0.005,0.142,1,11,ham
0.024,0.313,0.37,0.052,1.094,0.06,0.08,0.09,0.112,2,85,spam
0.003,0.057,0.033,0.01,0.143,0.028,0.009,0.324,0.075,0,76,spam
0.057,0.154,0.007,0.015,0.02,0.016,0.047,0.008,0.157,11,250,spam
0.033,0.285,0.057,0.11,1.326,0.061,0.003,0.244,0.353,2,172,spam
0.204,0.21,0.78,0.02,0.293,0.216,0.04,0.213,0.341,1,189,spam
0.093,0.023,0.353,0.042,0.878,0.021,0.003,0.062,0.156,7,375,spam
0.095,0.069,0.181,0.025,0.033,0.084,0.01,0.016,0.067,1,149,ham
0.076,0.043,0.53,0.004,0.126,0.326,0.006,0.494,0.018,1,49,spam
0.01,0.051,0.118,0.023,0.043,0.101,0.021,0.071,0.005,1,3,ham
0.059,0.045,0.818,0.026,0.541,0.058,0.021,0.024,0.026,16,35,spam
0.761,0.175,0.07,0.113,0.637,0.126,0.088,0.229,0.042,1,6,spam
0.18,0.06,0.055,0.02,0.209,0.174,0.013,0.049,0.014,27,54,spam
0.224,0.074,0.203,0.024,0.062,0.089,0.005,0.129,0.025,1,202,ham
0.173,0.404,0.095,0.076,0.041,0.205,0.046,0.01,0.009,0,33,ham
0.011,0.006,0.197,0.071,0.266,0.072,0.058,0.992,0.074,11,17,spam
0.026,0.067,0.073,0.08,0.212,0.177,0.017,0.119,0.014,4,707,ham
0.0,0.149,0.192,0.154,0.356,0.304,0.046,1.405,0.136,2,1156,spam
0.036,0.016,0.065,0.079,0.109,0.07,0.075,0.097,0.04,4,203,ham
0.011,0.095,0.01,0.026,0.154,0.093,0.021,0.085,0.111,2,23,ham
0.064,0.027,0.486,0.086,0.006,0.094,0.037,0.492,0.214,5,345,spam
0.113,0.202,0.429,0.036,0.283,0.152,0.008,0.08,0.009,5,155,ham
0.208,0.04,0.707,0.016,0.165,0.173,0.001,0.113,0.451,0,40,spam
0.138,0.04,0.252,0.018,0.757,0.003,0.199,0.016,0.104,12,171,spam
0.279,0.091,0.23,0.013,0.308,0.132,0.018,0.622,0.005,3,8,spam
0.006,0.02,0.164,0.008,0.153,0.153,0.016,0.018,0.038,1,719,ham
0.001,0.034,0.027,0.01,0.092,0.121,0.181,0.295,0.217,2,350,spam
0.108,0.054,0.042,0.003,0.707,0.125,0.065,0.155,0.091,10,60,spam
0.034,0.044,0.068,0.11,0.005,0.004,0.044,0.013,0.034,2,109,ham
0.029,0.074,0.442,0.134,0.119,0.058,0.06,0.0,0.282,4,101,spam
0.04,0.092,0.038,0.044,0.862,0.17,0.062,0.548,0.155,15,395,spam
0.031,0.084,0.512,0.092,0.318,0.272,0.072,0.271,0.133,5,88,spam
0.072,0.106,0.148,0.01,0.228,0.026,0.003,0.232,0.219,6,10,spam
0.058,0.037,0.251,0.116,0.068,0.087,0.027,0.115,0.147,1,48,ham
0.072,0.014,0.023,0.035,0.538,0.163,0.017,0.055,0.034,6,49,ham
0.112,0.143,0.063,0.003,0.069,0.14,0.004,0.228,0.088,3,596,spam
0.049,0.19,0.637,0.008,0.086,0.096,0.027,0.187,0.185,12,516,spam
0.029,0.03,0.062,0.018,0.064,0.002,0.048,0.259,0.02,1,72,ham
0.018,0.052,0.07,0.002,0.052,0.129,0.01,0.091,0.018,2,1,ham
0.043,0.069,0.044,0.019,0.919,0.148,0.018,0.867,0.017,0,146,spam
0.135,0.076,0.028,0.003,0.276,0.128,0.051,0.014,0.022,2,319,ham
0.141,0.108,0.053,0.013,0.305,0.145,0.043,0.017,0.011,1,63,ham
0.11,0.004,0.206,0.015,0.926,0.056,0.102,0.497,0.182,9,116,spam
0.027,0.128,0.122,0.259,0.079,0.508,0.078,0.209,0.171,13,38,spam
0.089,0.006,0.161,0.013,0.002,0.147,0.169,0.079,0.016,6,79,spam
0.085,0.063,0.026,0.014,0.274,0.086,0.045,0.287,0.122,1,284,spam
0.066,0.176,0.324,0.058,0.213,0.272,0.06,0.121,0.099,2,112,spam
0.08,0.06,0.307,0.098,0.195,0.239,0.098,0.004,0.032,17,119,spam
0.068,0.016,0.004,0.024,0.019,0.169,0.092,0.211,0.026,1,312,spam
0.083,0.42,0.097,0.104,0.182,0.083,0.063,0.056,0.029,4,288,ham
0.126,0.22,0.014,0.021,0.102,0.075,0.035,0.025,0.131,2,41,ham
0.012,0.148,0.314,0.011,0.096,0.04,0.016,0.051,0.038,35,107,ham
0.138,0.053,0.267,0.02,0.075,0.029,0.105,0.129,0.033,2,378,spam
0.015,0.02,0.465,0.047,0.121,0.072,0.075,0.01,0.002,0,122,ham
0.007,0.284,0.054,0.023,0.131,0.086,0.091,0.429,0.239,6,217,spam
0.373,0.076,0.122,0.056,0.111,0.028,0.008,0.164,0.14,2,73,spam
0.315,0.191,0.041,0.014,1.155,0.256,0.019,0.069,0.064,5,12,ham
0.006,0.042,0.093,0.06,0.81,0.081,0.028,0.232,0.286,1,36,spam
0.059,0.041,0.148,0.021,0.256,0.075,0.091,0.326,0.035,4,103,spam
0.021,0.424,0.011,0.03,1.19,0.057,0.112,0.19,0.112,2,87,spam
0.066,0.074,0.251,0.041,1.42,0.006,0.017,0.045,0.036,4,452,ham
0.177,0.015,0.157,0.058,0.132,0.214,0.058,0.023,0.038,10,158,spam
0.301,0.025,0.353,0.014,0.177,0.038,0.004,0.393,0.186,18,197,spam
0.101,0.066,0.063,0.09,0.959,0.103,0.026,0.053,0.155,7,233,ham
0.044,0.004,0.467,0.064,0.281,0.094,0.033,0.004,0.035,7,152,ham
0.092,0.062,1.328,0.013,0.072,0.088,0.073,0.206,0.008,4,294,ham
0.037,0.054,0.503,0.184,0.351,0.075,0.111,0.033,0.044,1,306,ham
0.241,0.151,0.301,0.055,0.069,0.02,0.021,0.941,0.143,5,87,spam
0.204,0.044,0.335,0.03,0.124,0.033,0.038,0.408,0.011,1,18,spam
0.082,0.405,0.171,0.009,0.077,0.074,0.052,0.188,0.112,1,859,spam
0.039,0.02,0.042,0.038,0.084,0.156,0.02,0.359,0.221,6,206,spam
0.035,0.089,0.226,0.009,0.001,0.057,0.212,0.127,0.02,5,247,spam
0.003,0.009,0.249,0.028,0.638,0.023,0.104,0.311,0.198,2,283,spam
0.169,0.132,0.845,0.026,0.105,0.009,0.018,0.208,0.005,7,190,ham
0.06,0.525,0.156,0.064,0.027,0.109,0.035,0.006,0.11,14,127,spam
0.039,0.171,0.063,0.011,0.027,0.055,0.013,0.594,0.157,4,836,spam
0.064,0.081,0.23,0.086,0.244,0.013,0.036,0.395,0.059,6,260,spam
0.171,0.066,0.776,0.02,1.485,0.112,0.057,0.613,0.023,2,374,spam
0.013,0.18,0.039,0.029,0.047,0.023,0.004,0.263,0.259,18,116,spam
0.195,0.275,0.079,0.074,0.031,0.071,0.102,0.106,0.002,2,470,spam
0.228,0.453,0.156,0.049,0.173,0.037,0.045,0.046,0.081,11,263,ham
0.293,0.051,0.037,0.018,0.249,0.268,0.228,0.04,0.047,13,274,spam
0.051,0.47,0.004,0.024,0.105,0.026,0.001,0.031,0.062,6,18,ham
0.024,0.017,0.082,0.018,0.108,0.054,0.089,0.05,0.077,8,192,spam
0.047,0.029,0.401,0.045,0.166,0.321,0.079,0.16,0.077,3,82,spam
0.04,0.009,0.009,0.02,0.113,0.038,0.007,0.23,0.023,13,221,spam
0.019,0.032,0.112,0.065,0.741,0.103,0.02,0.075,0.114,7,168,ham
0.093,0.146,0.287,0.043,0.013,0.038,0.108,0.159,0.002,2,24,spam
0.065,0.192,0.612,0.008,0.08,0.012,0.037,0.083,0.002,0,151,ham
0.201,0.151,0.846,0.019,0.496,0.099,0.026,0.238,0.065,4,120,spam
0.003,0.1,0.11,0.013,0.539,0.248,0.118,0.893,0.078,9,300,spam
